datasource	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes	n_genes
Reactome_2016	L1CAM interactions_Homo sapiens_R-HSA-373760	16/96	1.4437137772387794e-9	3.6814701319588875e-7	6.802721088435374	138.47651041722182	SPTBN5;LAMA1;ANK2;ANK3;SPTB;SPTA1;SCN10A;NFASC;CHL1;SCN11A;SCN9A;KCNQ3;CNTN1;SCN7A;SPTBN1;SCN1A	16
Reactome_2016	Extracellular matrix organization_Homo sapiens_R-HSA-1474244	27/283	1.9274844983351388e-9	3.686314103065953e-7	3.894137160164419	78.14384530584488	FBN2;COL18A1;TNXB;LAMA1;NRXN1;LAMA4;LTBP2;ITGAE;FBLN2;LTBP1;ACAN;ADAMTS14;ADAMTS2;ADAMTS18;TNR;DMD;ADAMTS9;DST;FN1;VCAN;COL2A1;COL5A3;COL7A1;MFAP3;COL5A2;COL6A5;PLEC	27
Reactome_2016	Axon guidance_Homo sapiens_R-HSA-422475	38/515	1.700142298699191e-9	3.7160253100139463e-7	3.011690112938379	60.81371488823186	RET;SEMA5A;ROBO2;ROBO3;SPTBN5;LAMA1;KALRN;ARHGAP35;CACNA1H;ROBO1;CACNA1G;SPTA1;CACNA1I;GRIN2A;SCN11A;CHL1;SCN9A;SCN7A;MYH11;PLXNC1;SLIT2;SPTBN1;JAK1;SCN1A;TRPC7;EPHA4;FN1;BRAF;ANK2;ANK3;SPTB;TIAM1;SCN10A;NFASC;AKAP9;KCNQ3;CNTN1;COL6A5	38
Reactome_2016	Developmental Biology_Homo sapiens_R-HSA-1266738	48/786	6.171986457308416e-9	1.0492376977424306e-6	2.4926000934725034	47.118230494874226	RET;SEMA5A;ROBO2;KMT2D;ROBO3;SPTBN5;LAMA1;KMT2C;ACVR1B;KALRN;ARHGAP35;CACNA1H;ROBO1;CACNA1G;HELZ2;SPTA1;CACNA1I;GRIN2A;SCN11A;CHL1;BOC;SCN9A;SCN7A;MYH11;PLXNC1;CTNNA2;SLIT2;SPTBN1;JAK1;SCN1A;KDM6A;TRPC7;EPHA4;SMAD4;SMAD3;FN1;BRAF;ANK2;ANK3;SPTB;ACVR2A;TIAM1;SCN10A;NFASC;AKAP9;KCNQ3;CNTN1;COL6A5	48
PPI_Hub_Proteins	PRKCA	38/547	8.857848442998112e-9	1.1367572168514245e-6	2.8355034884154757	52.575797766369114	PHF3;SEMA5A;NOTCH2;LRP1;BNC1;CTNND1;CHAT;CACNA1B;KCNA5;GRIK2;ACACA;GRM1;GRIN2A;MAP2;FLNA;NOS1;MARK2;JAK1;GABRA1;SMAD3;FBXW7;NOS3;ARHGEF17;HUWE1;MYO5A;BRAF;ATP2B1;EEF2;SRCIN1;INADL;TIAM1;PTPRB;NFASC;KCNMA1;PDE3A;PRKD1;TP53;CFTR	38
WikiPathways_2019_Human	Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668	9/25	4.260415223823193e-9	2.010915985644547e-6	14.693877551020407	283.20831493764285	FBN2;POSTN;SMAD4;SMAD3;FLNA;LTBP2;LTBP1;TGFBR1;TGFBR2	9
GO_Biological_Process_2018	action potential (GO:0001508)	13/55	5.554066694231693e-10	2.834240234066433e-6	9.647495361781075	205.60086599365553	CACNA1B;AKAP6;ANK3;CACNA1E;CACNA1H;CACNA1G;CACNA1I;SCN10A;SCN11A;SCN9A;SCN7A;DMD;SCN1A	13
GO_Biological_Process_2018	neuronal action potential (GO:0019228)	9/23	1.7802025503377942e-9	3.028124538124588e-6	15.971606033717835	321.7725788484916	CACNA1I;SCN10A;SCN11A;SCN9A;SCN7A;ANK3;CACNA1H;CACNA1G;SCN1A	9
GO_Biological_Process_2018	nervous system development (GO:0007399)	35/456	2.7596772394361447e-9	3.5206582382106617e-6	3.1328320802005014	61.74233116005298	SEMA5A;NOTCH2;ROBO2;ACHE;PCDHGB7;NRXN1;CHD7;PCDH15;PCDH18;KALRN;PKD1;ROBO1;ACAN;PCDHA1;SLITRK1;PCDHA4;PCDHA3;SZT2;PCDHGA6;BCL11B;DSCAM;PCDHGA2;PCDHGA1;SLC4A10;NAV2;DCLK1;PCDHA10;NELL1;ZEB2;NFASC;VCAN;NAV3;PCDHB6;PCDHB3;SHANK1	35
GO_Biological_Process_2018	membrane depolarization during action potential (GO:0086010)	11/39	1.5397714133297707e-9	3.92872676111091e-6	11.512297226582941	233.6032972358447	CACNA1I;SCN10A;SCN11A;SCN9A;CACNA1B;SCN7A;CACNA1E;SLC8A1;CACNA1H;CACNA1G;SCN1A	11
GO_Biological_Process_2018	membrane depolarization (GO:0051899)	11/44	6.307821950303161e-9	6.437763082479406e-6	10.204081632653061	192.66811626793944	CHRNB2;CACNA1I;SCN10A;SCN11A;SCN9A;CACNA1B;SCN7A;CACNA1E;CACNA1H;CACNA1G;SCN1A	11
Reactome_2016	Muscle contraction_Homo sapiens_R-HSA-397014	20/196	8.126047431156067e-8	1.1302593245153439e-5	4.164931278633903	67.9950275278697	RYR1;CACNA2D1;ITPR2;ITPR3;NEB;ABCC9;ATP2B1;RYR3;SLC8A1;SLC8A3;SCN10A;SCN11A;AKAP9;SCN9A;MYH8;SCN7A;DMD;MYH11;NOS1;SCN1A	20
Reactome_2016	O-linked glycosylation_Homo sapiens_R-HSA-5173105	15/110	7.736214656144586e-8	1.1836408423901217e-5	5.565862708719851	91.13971190256636	SEMA5A;THSD7B;MUC16;ADAMTS12;ADAMTS20;ADAMTSL1;ADAMTS15;ADAMTS14;ADAMTS2;MUC2;ADAMTS19;ADAMTS18;ADAMTSL3;ADAMTS9;MUC4	15
WikiPathways_2019_Human	Pathways Affected in Adenoid Cystic Carcinoma WP3651	12/65	5.069426578902112e-8	1.1963846726208984e-5	7.535321821036107	126.57421438156797	SETD2;PIK3CA;SRCAP;KANSL1;FBXW7;KMT2C;INSRR;MAGI2;ATM;ARID1A;TP53;KDM6A	12
KEGG_2019_Human	Calcium signaling pathway	20/188	4.0475694642553046e-8	1.2466513949906338e-5	4.342162396873643	73.91473806021719	RYR1;NOS3;CACNA1B;ITPR2;ITPR3;ADCY1;ATP2B1;ADCY8;CACNA1E;SLC8A1;CACNA1H;RYR3;GRM1;CACNA1G;SLC8A3;CACNA1I;GRIN2A;GNAS;PLCE1;NOS1	20
Reactome_2016	Neuronal System_Homo sapiens_R-HSA-112316	25/301	1.1942819052678086e-7	1.522709429216456e-5	3.3900603430741065	54.03942830799094	ACHE;KCNC2;CHAT;GRIK3;CACNA1B;KCNA5;GRIK2;ADCY1;ADCY8;CACNA1E;SLC6A3;GRIN2A;BZRAP1;PPFIA2;CHRNB2;GABRA1;CACNA2D1;BRAF;ABCC9;PTPRD;LRFN1;AKAP9;KCNMA1;KCNQ3;HCN1	25
PPI_Hub_Proteins	GSK3B	41/696	2.199270249804644e-7	1.6934380923495757e-5	2.40441003987802	36.85953389986116	RB1;NOTCH2;DIDO1;AHNAK;CTNND2;CTNND1;MYCBP2;DOCK7;MKI67;CACNA1E;GLI3;GLI2;PCLO;ZMYM2;CREB3L3;ZMYM3;CUX1;MAP2;FLNA;GSE1;CTNNA2;RREB1;SPTBN1;MARK2;BPTF;KDM6A;SRRM2;SMAD4;SMAD3;SLC4A10;ANK2;ARID1A;SRCIN1;DCLK1;APC;KANSL1;MAP1B;KCNMA1;ASXL2;AMPH;TP53	41
KEA_2015	PRKACA	30/393	4.355018495234251e-8	1.8639479159602596e-5	3.1157501168406294	52.80994512154672	RB1;RET;RYR1;AHNAK;LRP1;ITPR2;ITPR3;PPP1R9A;PKD1;GLI3;ACACA;CACNA1H;CUX1;MAP2;SI;FLNA;NOS1;SPTBN1;NOS3;BRAF;ABCC9;ATP2B1;PDE10A;APC;KCNMA1;AKAP9;PDE3A;PRKD1;TP53;CFTR	30
PPI_Hub_Proteins	RPS6KA3	28/375	1.9504929237772359e-7	1.8773494391355896e-5	3.047619047619048	47.08575551665458	RYR1;AHNAK;TRRAP;CTNND2;GRIK2;PCLO;JPH3;MAP2;FLNA;NOS1;SPTBN1;BPTF;SRRM2;PBRM1;SMAD3;NOS3;HUWE1;ANK2;BRAF;SRCIN1;DCLK1;MTOR;LATS1;MAP1B;PRKD1;TP53;CFTR;SHANK1	28
Reactome_2016	Platelet homeostasis_Homo sapiens_R-HSA-418346	13/87	1.9183456744451518e-7	2.2577452937700632e-5	6.098991320666197	94.3308571592512	TRPC7;NOS3;ITPR2;ITPR3;ATP2B1;SLC8A1;SLC8A3;PDE10A;KCNMA1;PDE3A;GNAS;NOS1;APOB	13
Reactome_2016	Cardiac conduction_Homo sapiens_R-HSA-5576891	16/135	2.0928678629905722e-7	2.287205593125411e-5	4.837490551776266	74.39847784642478	RYR1;CACNA2D1;ITPR2;ITPR3;ABCC9;ATP2B1;SLC8A1;RYR3;SLC8A3;SCN10A;SCN11A;SCN9A;AKAP9;SCN7A;NOS1;SCN1A	16
LINCS_L1000_Kinase_Perturbations_up	GRK6_knockdown_96h_PC3	27/300	6.825518575587616e-9	2.4872189689441273e-05	3.6734693877551017	69.0707663889457	RB1;PHF3;ATP8A2;TRRAP;TULP4;GUCY2F;KIAA1109;NIPBL;JPH3;CUX1;MAP2;RREB1;SPTBN1;ANKS1B;BCL11B;CNTN5;VPS13C;MICAL3;ANK2;BRAF;USH2A;LATS1;PTPRB;FAT1;PDE3A;DGKI;SHANK1	27
GO_Biological_Process_2018	axonogenesis (GO:0007409)	22/224	3.654807553585725e-8	2.6643547065639932e-5	4.008746355685131	68.6483273890671	RET;ROBO2;ROBO3;SPTBN5;NRXN1;DOCK7;NRXN3;ANK3;SPTB;ARHGAP35;GLI2;ROBO1;SPTA1;PIK3CA;SLITRK1;MAP1B;LRFN1;TNR;SLITRK5;CTNNA2;SLIT2;SPTBN1	22
GO_Biological_Process_2018	calcium ion transport (GO:0006816)	16/119	3.496779363149165e-8	2.9740108483583648e-5	5.487909449494083	94.2210303881554	CHRNB2;RYR1;TRPC7;CACNA2D1;CACNA1B;ANK2;CACNA1E;PKD1;SLC8A1;CACNA1H;RYR3;CACNA1G;SLC8A3;CACNA1I;CDH23;TRPM6	16
KEGG_2019_Human	Apelin signaling pathway	16/137	2.567635814179313e-7	3.954159153836142e-5	4.766870251750335	72.33778086504843	RYR1;SMAD4;SMAD3;NOS3;ITPR2;ITPR3;ADCY1;ADCY8;SLC8A1;RYR3;PIK3CG;TGFBR1;MTOR;SLC8A3;ADCY10;NOS1	16
GO_Biological_Process_2018	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	17/143	8.352076963515349e-8	4.735627638313203e-5	4.852290566576281	79.08345895928709	ROBO2;TENM2;DSCAM;TENM4;CELSR2;PKD1;CDH8;ROBO1;TGFBR2;PTPRD;CDH10;CDH11;CDH23;PCDHB6;CDH12;PLXNB2;PCDHB3	17
GO_Biological_Process_2018	axon guidance (GO:0007411)	18/159	7.448705720856063e-8	4.751343161691061e-5	4.620716211012707	75.83815381777883	RET;ROBO2;EPHA4;ROBO3;SPTBN5;NRXN1;NRXN3;SPTB;ARHGAP35;GLI2;ROBO1;SPTA1;PIK3CA;TNR;PLXNB2;PLXNC1;SLIT2;SPTBN1	18
GO_Biological_Process_2018	neuron projection morphogenesis (GO:0048812)	18/164	1.1992836997817837e-7	5.563586109078584e-5	4.479840716774515	71.39240453118369	CNTNAP2;CTNND2;DOCK7;DICER1;ANK3;NYAP2;CELSR2;DCLK1;MAP2;SLITRK1;MAP1B;LRFN1;SLITRK5;TNIK;SLIT2;CTNNA2;KIF20B;SHANK1	18
GO_Biological_Process_2018	positive regulation of neuron projection development (GO:0010976)	14/98	1.1601099492020873e-7	5.920041070778252e-5	5.830903790087463	93.11708960079793	RET;ROBO2;NTRK1;MAGI2;ZNF804A;ARHGAP35;ROBO1;LRRC7;SLITRK1;PLXNB2;PLXNC1;PRKD1;SLIT2;MARK2	14
PPI_Hub_Proteins	CALM3	17/172	1.1934301363469647e-6	7.657843374893023e-5	4.034171808258186	55.020774039943454	RYR1;NOS3;MYO5A;ADCY1;ATP2B1;ADCY8;LYST;GRM1;GRIN2A;MAP2;MAP1B;AKAP9;KCNQ3;TNIK;NOS1;PCNT;SPTBN1	17
KEA_2015	PRKCA	30/442	5.535718322400326e-7	1.1846437209936698e-4	2.770338904792686	39.91192441132166	RET;PHF3;SEMA5A;NOTCH2;LRP1;BNC1;CTNND1;CHAT;KCNA5;GRIK2;PKD1;ARHGAP35;ACACA;GRM1;GRIN2A;MAP2;NOS1;MARK2;SMAD3;FBXW7;NOS3;ARHGEF17;ATP2B1;EEF2;PTPRB;KCNMA1;PDE3A;PRKD1;TP53;CFTR	30
GO_Biological_Process_2018	cilium movement (GO:0003341)	10/50	3.032650808617187e-7	1.2896347563644587e-4	8.16326530612245	122.51966171077498	DNAH3;SPAG17;CCDC39;ADCY10;DNAI2;DNAH1;DNAH8;DNAH5;DNHD1;DNAH9	10
KEA_2015	GSK3B	33/527	9.207785892790749e-7	1.3136441207048136e-4	2.555861054099059	35.52147509272433	RB1;NOTCH2;DIDO1;AHNAK;CTNND2;CTNND1;DOCK7;MKI67;CACNA1E;PCLO;ZMYM2;ZMYM3;CUX1;MAP2;FLNA;CTNNA2;RREB1;SPTBN1;MARK2;BPTF;KDM6A;SRRM2;SMAD4;SLC4A10;ANK2;ARID1A;DCLK1;APC;MAP1B;KCNMA1;ASXL2;AMPH;TP53	33
PPI_Hub_Proteins	PRKCB	24/338	3.5104287956247205e-6	1.5016834292394638e-4	2.8982007003985024	36.40074106205221	RB1;SRRM2;AHNAK;TRRAP;CTNND2;RIPK4;CTNND1;CHAT;ANK2;BRAF;DNAJC13;GRIK2;MKI67;TIAM1;ZMYM2;APC;MAP1B;SI;KCNMA1;DMXL2;FLNA;TP53;CFTR;SPTBN1	24
PPI_Hub_Proteins	CTNNB1	24/337	3.3358168807832854e-6	1.605361873876956e-4	2.9068007024768363	36.657061854759526	SMAD4;SMAD3;TRRAP;CTNND2;CTNND1;MAGI2;GRIK2;PTPN13;PKD1;CDH8;TGFBR1;TGFBR2;KIAA1109;PTPRB;PIK3CA;APC;LRRC7;CDH10;BOC;CDH11;EP400;ATM;PRKD1;CTNNA2	24
PPI_Hub_Proteins	SQSTM1	16/165	3.150484901036956e-6	1.7327666955703258e-4	3.957946815089672	50.1390889009738	SRRM2;NTRK1;SMAD4;SMAD3;KRT4;NTRK3;CTNND1;HTT;TGFBR1;GRIN2A;PIK3CA;WDFY3;EPPK1;MARK2;SHANK1;PLEC	16
GO_Biological_Process_2018	homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	11/65	4.6292850693097567e-7	1.817172439129822e-4	6.9073783359497645	100.74890127601276	ROBO2;DSCAM;CDH10;CDH11;CDH12;PCDHB6;PLXNB2;CELSR2;PKD1;CDH8;ROBO1	11
Panther_2016	Metabotropic glutamate receptor group III pathway_Homo sapiens_P00039	9/54	5.8999446940528165e-6	2.2026460191130516e-4	6.802721088435374	81.908622999904	ADCY10;GRIN2A;GRM4;GRM6;GRIK3;CACNA1B;GRIK2;CACNA1E;GRM1	9
WikiPathways_2019_Human	Pancreatic adenocarcinoma pathway WP4263	12/89	1.7548271991526137e-6	2.760928126666779e-4	5.503324925475808	72.93633662691373	RB1;TIAM1;SMAD4;SMAD3;PIK3CA;RIPK4;BRAF;TP53;TGFBR1;MTOR;JAK1;TGFBR2	12
GO_Biological_Process_2018	regulation of axonogenesis (GO:0050770)	10/56	9.216511736216585e-7	3.359418527850945e-4	7.288629737609329	101.29080919543094	ROBO2;EPHA4;SLITRK1;MCF2;PLXNB2;PLXNC1;SLIT2;ARHGAP35;MARK2;ROBO1	10
Reactome_2016	Ion homeostasis_Homo sapiens_R-HSA-5578775	9/51	3.602360489777113e-6	3.6744076995726555e-4	7.202881152460985	90.28034503555301	RYR1;SLC8A3;ITPR2;ABCC9;ITPR3;NOS1;ATP2B1;RYR3;SLC8A1	9
GO_Biological_Process_2018	regulation of dendrite morphogenesis (GO:0048814)	9/45	1.1953862761910188e-6	4.066704111601846e-4	8.16326530612245	111.3227851521493	CHRNB2;PTPRD;EPHA4;CUX1;ADGRB3;HECW1;KNDC1;TNIK;SRCIN1	9
KEGG_2019_Human	Circadian entrainment	12/97	4.4148221694986745e-6	4.532550760685306e-4	5.04944245739533	62.26236736425234	RYR1;CACNA1I;ADCY10;GRIN2A;GNAS;ITPR3;NOS1;ADCY1;ADCY8;CACNA1H;RYR3;CACNA1G	12
GO_Biological_Process_2018	positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	10/59	1.5228090786227625e-6	4.8568092051324733e-4	6.918021445866482	92.66657800525743	ROBO2;PTPRD;CUX1;SLITRK1;FLNA;PLXNB2;PLXNC1;SLIT2;RREB1;ROBO1	10
GO_Biological_Process_2018	central nervous system projection neuron axonogenesis (GO:0021952)	5/10	1.9689200094544505e-6	5.910234593085918e-4	20.408163265306122	268.1229670222888	CHRNB2;EPHA4;SZT2;SLIT2;GLI2	5
PPI_Hub_Proteins	SMAD9	13/129	1.7356901348571702e-5	6.682407019200106e-4	4.1132732162632495	45.087728099771546	SMAD4;SMAD3;DST;CPXM2;FN1;HUWE1;RNF123;ZEB2;PAPPA;SVEP1;SPTBN1;EXPH5;KDM6A	13
GO_Biological_Process_2018	regulation of cell morphogenesis involved in differentiation (GO:0010769)	8/37	2.5334273457819327e-6	6.804252497644844e-4	8.825151682294539	113.72035291650599	CHRNB2;EPHA4;ADGRB3;HECW1;KNDC1;TNIK;ARHGAP35;MARK2	8
PPI_Hub_Proteins	APC	14/150	1.9973286693983657e-5	6.990650342894281e-4	3.8095238095238098	41.223294638122184	ANKRD17;DST;LAMA4;NEB;NAV2;PTPN13;RP1;NAV3;APC;FLNA;MYH11;SPTBN1;EXPH5;TAF1	14
GO_Biological_Process_2018	sodium ion transmembrane transport (GO:0035725)	8/37	2.5334273457819327e-6	7.182266525291779e-4	8.825151682294539	113.72035291650599	SLC8A3;SCN10A;SCN11A;SCN9A;SCN7A;SLC8A1;SCN1A;HCN1	8
GO_Biological_Process_2018	positive regulation of cell projection organization (GO:0031346)	10/64	3.290717361351738e-6	7.996443188084723e-4	6.377551020408163	80.51278682392123	RET;NTRK1;NAV3;LRRC7;MAGI2;ZNF804A;PLXNB2;PRKD1;ARHGAP35;MARK2	10
GO_Biological_Process_2018	negative regulation of response to stimulus (GO:0048585)	14/128	3.165224408594489e-6	8.076070078528839e-4	4.464285714285714	56.532529471840334	RET;NTRK1;EPHA4;FLT4;VPS13C;NTRK3;TIE1;INSRR;BRAF;NLRP13;NLRP8;NLRP2;NLRP3;SLIT2	14
PPI_Hub_Proteins	CSNK1E	16/195	2.6250637290026724e-5	8.422079463883573e-4	3.349031920460492	35.32498684753461	SRRM2;SEMA5A;AHNAK;CTNND1;USP34;ANK2;EEF2;AP3B2;GLI3;GLI2;FAM83H;APC;MAP1B;AKAP9;CTNNA2;TP53	16
WikiPathways_2019_Human	Ectoderm Differentiation WP2858	14/138	7.673974157026351e-6	9.055289505291095e-4	4.140786749482402	48.7688444461559	SMAD4;CTNND2;JAKMIP1;PTPN13;CELSR2;ZFHX4;CDH8;GLI3;PTPRB;BOC;DMD;CTNNA2;ANKS1B;ASTN1	14
Transcription_Factor_PPIs	CTNNB1	26/398	6.311125326836824e-6	9.056464844010842e-4	2.666393190442006	31.925249767632913	TRRAP;PTPRQ;CTNND2;CTNND1;HTT;GRIK2;PKD1;CDH8;KIAA1109;BOC;EP400;CTNNA2;SMAD4;SMAD3;MAGI2;PTPN13;TGFBR1;TGFBR2;PTPRB;PIK3CA;APC;LRRC7;CDH10;CDH11;ATM;PRKD1	26
Reactome_2016	SMAD2/3 MH2 Domain Mutants in Cancer_Homo sapiens_R-HSA-3315487	4/7	1.1747423587770575e-5	9.985310049604988e-4	23.323615160349853	264.7668014120817	SMAD4;SMAD3;TGFBR1;TGFBR2	4
PPI_Hub_Proteins	CAMK2A	14/160	4.1095076499852865e-5	0.0010547736301628901	3.571428571428571	36.07007941724567	RYR1;NOS3;CHAT;CACNA1B;MYO5A;ADCY8;SLC6A3;GRM1;TIAM1;GRIN2A;MAP2;LRRC7;FLNA;NOS1	14
PPI_Hub_Proteins	MTOR	13/138	3.563711222580731e-5	0.0010554067851489088	3.845016267376516	39.38112948924371	SRRM2;ANKRD17;SZT2;AHNAK;FBXW7;UBR4;PTPN13;MTOR;PREX1;CUX1;MAP1B;FLNA;TP53	13
Reactome_2016	Loss of Function of SMAD2/3 in Cancer_Homo sapiens_R-HSA-3304349	4/7	1.1747423587770575e-5	0.0010572681228993518	23.323615160349853	264.7668014120817	SMAD4;SMAD3;TGFBR1;TGFBR2	4
KEGG_2019_Human	Aldosterone synthesis and secretion	11/98	2.803340339106511e-5	0.0010792860305560068	4.581424406497293	48.023011905984355	CACNA1I;CREB3L3;GNAS;ITPR2;ITPR3;PRKD1;ADCY1;ATP2B1;ADCY8;CACNA1H;CACNA1G	11
PPI_Hub_Proteins	CDK1	34/659	3.9468203829595735e-5	0.0010853756053138828	2.1058499272243036	21.35335022160362	RB1;NOTCH2;DIDO1;AHNAK;MYCBP2;MKI67;EVPL;CACNA1G;GRIN2A;PCLO;ZMYM3;CUX1;MAP2;PCF11;EP400;FLNA;CTNNA2;SPTBN1;BPTF;KDM6A;SRRM2;DYNC1H1;ANK2;EEF2;SRCIN1;TGFBR2;LATS1;LRRC7;MAP1B;ASXL2;AMPH;KIF20B;TP53;PLEC	34
KEGG_2019_Human	Pancreatic cancer	10/75	1.415943652377056e-5	0.0010902766123303332	5.442176870748299	60.76260823950754	RB1;SMAD4;SMAD3;PIK3CA;BRAF;TP53;TGFBR1;MTOR;JAK1;TGFBR2	10
Reactome_2016	GLI proteins bind promoters of Hh responsive genes to promote transcription_Homo sapiens_R-HSA-5635851	4/7	1.1747423587770575e-5	0.0011233473805805612	23.323615160349853	264.7668014120817	BOC;PTCH2;GLI3;GLI2	4
Panther_2016	Nicotinic acetylcholine receptor signaling pathway_Homo sapiens_P00044	9/68	4.03698751174542e-5	0.0011303565032887177	5.402160864345738	54.65596665605105	CHRNB2;ACHE;MYH2;MYO3B;CHAT;MYH8;MYH11;MYO16;MYH7	9
KEGG_2019_Human	Glutamatergic synapse	12/114	2.3495224571802006e-5	0.0012060881946858364	4.296455424274972	45.79468686218949	GRIN2A;GRM4;GRM6;GNAS;GRIK3;ITPR2;ITPR3;GRIK2;ADCY1;ADCY8;GRM1;SHANK1	12
KEGG_2019_Human	Cholinergic synapse	12/112	1.9637577202868484e-5	0.0012096747556966986	4.373177842565597	47.3967884387327	CHRNB2;ACHE;CREB3L3;PIK3CA;CHAT;KCNQ3;CACNA1B;ITPR2;ITPR3;ADCY1;ADCY8;PIK3CG	12
