cancer	gene_cls	datasource	term	overlap	p_value	adjusted_p_value	old_p_value	old_adjusted_p_value	odds_ratio	combined_score	genes	n_genes	datasource_hr
LUAD	4	GO_Biological_Process_2018	regulation of nitric oxide biosynthetic process (GO:0045428)	4/32	3.29375147547329e-5	0.16808013779340197	0	0	21.73913043478261	224.36735399350573	EDN1;DDAH1;KHSRP;TLR6	4	GO_BP
PAAD	1	PPI_Hub_Proteins	RPL5	3/207	3.656372489362796e-4	0.14077034084046766	0	0	20.70393374741201	163.84821613199023	AMFR;FMR1;GPT2	3	Hub
PAAD	3	LINCS_L1000_Kinase_Perturbations_down	EPHB4 knockdown 96h A549	3/300	6.462644441599709e-5	0.11774938172594669	0	0	33.333333333333336	321.56289582181194	RPL4;GAD2;KLHL22	3	LINCS_down
PAAD	3	LINCS_L1000_Kinase_Perturbations_down	SCNN1A knockdown 96h HA1E	3/300	6.462644441599709e-5	0.0784995878172978	0	0	33.333333333333336	321.56289582181194	RPL4;KLHL22;CCT8	3	LINCS_down
PAAD	3	LINCS_L1000_Kinase_Perturbations_up	GRIN3A knockdown 96h HEPG2	3/300	6.462644441599709e-5	0.058874690862973346	0	0	33.333333333333336	321.56289582181194	FKBP1A;RPL4;CCT8	3	LINCS_up
PAAD	3	LINCS_L1000_Kinase_Perturbations_up	NR1H3 knockdown 96h A549	3/300	6.462644441599709e-5	0.11774938172594669	0	0	33.333333333333336	321.56289582181194	FKBP1A;GAD2;CCT8	3	LINCS_up
PAAD	3	LINCS_L1000_Kinase_Perturbations_up	TGFBR2 knockdown 96h MCF7	3/300	6.462644441599709e-5	0.0784995878172978	0	0	33.333333333333336	321.56289582181194	FKBP1A;RPL4;KLHL22	3	LINCS_up
PAAD	3	PPI_Hub_Proteins	GABARAPL1	3/499	2.919053526780707e-4	0.11238356078105721	0	0	20.04008016032064	163.1078345271168	RPL4;CCT8;HSPE1	3	Hub
PAAD	4	PPI_Hub_Proteins	ARRB1	3/263	9.098700865051518e-4	0.1751499916522417	0	0	15.209125475285171	106.49747118976586	JUN;PFKFB3;RPL7L1	3	Hub
PAAD	4	PPI_Hub_Proteins	ARRB2	3/323	0.001643938154009701	0.1582290473234337	0	0	12.383900928792569	79.38898578664123	PFKFB3;RPL7L1;AP1B1	3	Hub
PAAD	4	PPI_Hub_Proteins	CTNNB1	3/337	0.001856056496898699	0.11909695855099985	0	0	11.869436201780415	74.65045940584018	GNA13;JUN;MAPK8	3	Hub
PAAD	4	PPI_Hub_Proteins	IKBKG	3/332	0.0017784332200343708	0.13693935794264656	0	0	12.048192771084336	76.28942790069064	JUN;MAPK8;LUC7L2	3	Hub
PAAD	4	PPI_Hub_Proteins	PRKCE	3/193	3.6956013346945517e-4	0.14228065138574023	0	0	20.72538860103627	163.79683083946222	GNA13;MAPK8;AP1B1	3	Hub
PAAD	4	PPI_Hub_Proteins	PRKDC	3/296	0.0012796045973851341	0.16421592333109222	0	0	13.513513513513514	90.01627239277661	JUN;MAPK8;AP1B1	3	Hub
PAAD	4	PPI_Hub_Proteins	SMAD2	3/370	0.0024220430154754035	0.1332123658511472	0	0	10.81081081081081	65.11506890483304	JUN;MAPK8;AP1B1	3	Hub
PAAD	4	Transcription_Factor_PPIs	CTNNB1	3/398	0.0029783968934816883	0.12211427263274922	0	0	10.050251256281406	58.455980687659576	GNA13;JUN;MAPK8	3	TF
PAAD	4	Transcription_Factor_PPIs	SMAD2	3/384	0.0026912459541985436	0.12873126480916366	0	0	10.416666666666666	61.643239714621615	JUN;MAPK8;AP1B1	3	TF
PAAD	4	Transcription_Factor_PPIs	STAT3	3/246	7.497278203549259e-4	0.07172396148062124	0	0	16.260162601626018	117.00488330884129	JUN;MAPK8;LUC7L2	3	TF
PAAD	5	PPI_Hub_Proteins	PRKCA	5/547	2.6898127652636713e-4	0.10355779146265134	0	0	8.309788931361144	68.31368443390481	SLC9A3R1;EGLN2;ARHGEF1;MYL9;PDLIM7	5	Hub
