cancer	gene_cls	datasource	term	overlap	p_value	adjusted_p_value	old_p_value	old_adjusted_p_value	odds_ratio	combined_score	genes	n_genes
COAD	3	PPI_Hub_Proteins	ITGB1	3/129	0.0012415893708468593	0.1593373025920136	0	0	14.094432699083862	94.31096503768003	PRKCA;TLN1;CRKL	3
COAD	3	PPI_Hub_Proteins	MAPK9	4/222	4.6960390189251886e-4	0.18079750222861976	0	0	10.92001092001092	83.68682479404276	JUN;GFPT1;PRKCA;CRKL	4
COAD	3	PPI_Hub_Proteins	VCL	3/121	0.001032241992393795	0.1987065835358055	0	0	15.026296018031555	103.32114426231824	DDX46;PRKCA;TLN1	3
COAD	3	Transcription_Factor_PPIs	ATF2	4/237	6.005055456995777e-4	0.08617254580788941	0	0	10.228870988364658	75.87509199693335	JUN;AHCY;PRKCA;VRK1	4
COAD	3	WikiPathways_2019_Human	EGF/EGFR Signaling Pathway WP437	3/162	0.0023811564165296525	0.1404882285752495	0	0	11.223344556677889	67.79089809210505	JUN;PRKCA;CRKL	3
COAD	3	WikiPathways_2019_Human	ErbB Signaling Pathway WP673	3/91	4.503520462993958e-4	0.1062830829266574	0	0	19.980019980019982	153.95566345548292	JUN;PRKCA;CRKL	3
COAD	3	WikiPathways_2019_Human	Focal Adhesion WP306	4/198	3.045221416801878e-4	0.14373445087304865	0	0	12.243648607284973	99.13396704720489	JUN;PRKCA;TLN1;CRKL	4
COAD	3	WikiPathways_2019_Human	Wnt Signaling Pathway and Pluripotency WP399	3/102	6.286962058553533e-4	0.09891486972124225	0	0	17.825311942959	131.40574683597623	FOSL1;JUN;PRKCA	3
COAD	3	WikiPathways_2019_Human	Wnt Signaling WP428	3/115	8.909839120948078e-4	0.10513610162718733	0	0	15.810276679841897	111.03848516469237	FOSL1;JUN;PRKCA	3
COAD	5	GO_Biological_Process_2018	Golgi vesicle transport (GO:0048193)	4/272	3.951378334887104e-4	0.15510679725329918	0	0	11.312217194570136	88.64565507227884	RACGAP1;RER1;VAPA;COPB1	4
COAD	5	GO_Biological_Process_2018	negative regulation of gene expression (GO:0010629)	6/619	1.1634846328156667e-4	0.07421577601572933	0	0	7.45619485522555	67.54507922971304	MDM2;ARID5B;TAF7;BRCA1;PICALM;TAF1	6
COAD	5	GO_Biological_Process_2018	regulation of intracellular signal transduction (GO:1902531)	5/423	1.8837769247883492e-4	0.08010761372662455	0	0	9.092562284051645	77.98746688428963	RACGAP1;MDM2;TAF7;BRCA1;TAF1	5
COAD	5	GO_Biological_Process_2018	regulation of signal transduction by p53 class mediator (GO:1901796)	4/139	2.9657806611556977e-5	0.15134378713877525	0	0	22.136137244050914	230.78661151187865	MDM2;TAF7;BRCA1;TAF1	4
COAD	5	GO_Biological_Process_2018	retrograde vesicle-mediated transport, Golgi to ER (GO:0006890)	3/81	1.5556804188956395e-4	0.07216942888749499	0	0	28.49002849002849	249.81274511762098	RACGAP1;RER1;COPB1	3
COAD	5	PPI_Hub_Proteins	AR	4/243	2.575390056876783e-4	0.024788129297439034	0	0	12.662234884457108	104.64500627962556	TGIF1;CDC37;MDM2;BRCA1	4
COAD	5	PPI_Hub_Proteins	CSNK2A1	7/564	5.637129014097813e-6	0.002170294670427658	0	0	9.547190398254228	115.38863834532093	CDC37;PRPF3;MDM2;EIF3H;TAF7;BRCA1;TAF1	7
COAD	5	PPI_Hub_Proteins	EIF1B	3/159	0.0011207480761780352	0.030820572094895967	0	0	14.513788098693759	98.60317694454146	EIF3M;CDC37;EIF3H	3
COAD	5	PPI_Hub_Proteins	HSP90AB1	4/138	2.8829726098755287e-5	0.0055497222740103925	0	0	22.296544035674472	233.09038008745952	EIF3M;CDC37;EIF3H;TRAF2	4
COAD	5	PPI_Hub_Proteins	JUN	4/211	1.5002035214875414e-4	0.019252611859090114	0	0	14.582573824279986	128.39576510506976	TGIF1;MDM2;BRCA1;TAF1	4
COAD	5	Reactome_2016	Regulation of TP53 Activity through Phosphorylation_Homo sapiens_R-HSA-6804756	3/89	2.0564459700099679e-4	0.15731811670576254	0	0	25.92912705272256	220.12172350272374	MDM2;BRCA1;TAF1	3
COAD	5	Transcription_Factor_PPIs	AR	5/271	2.2934261542639838e-5	0.0032910665313688166	0	0	14.192449616803861	151.61621669414038	TGIF1;CDC37;MDM2;BRCA1;TAF1	5
COAD	5	Transcription_Factor_PPIs	HIF1A	3/126	5.709396661512804e-4	0.0327719368370835	0	0	18.315018315018314	136.78071460391783	DCUN1D1;MDM2;BRCA1	3
COAD	5	Transcription_Factor_PPIs	JUN	5/248	1.496839090134379e-5	0.004295928188685668	0	0	15.508684863523573	172.2948178277016	TGIF1;MDM2;TRAF2;BRCA1;TAF1	5
COAD	5	Transcription_Factor_PPIs	PML	3/178	0.001550109312440966	0.04044376115186884	0	0	12.96456352636128	83.87333396346887	TGIF1;SAP130;MDM2	3
COAD	5	Transcription_Factor_PPIs	TBP	3/160	0.0011411814415245864	0.04678843910250804	0	0	14.423076923076923	97.72631539908758	MDM2;TAF7;TAF1	3
COAD	5	WikiPathways_2019_Human	Androgen receptor signaling pathway WP138	3/90	2.12552623441213e-4	0.10032483826425254	0	0	25.641025641025642	216.8287425777975	TGIF1;MDM2;BRCA1	3
LUAD	1	BioCarta_2016	ATM Signaling Pathway_Homo sapiens_h_atmPathway	3/18	0.0024179546647483006	0.19101841851511572	0	0	10.92896174863388	65.84517241568834	TREX1;ATM;TP53	3
LUAD	1	BioCarta_2016	Cell Cycle: G1/S Check Point _Homo sapiens_h_g1Pathway	3/26	0.007042109923674574	0.1854422279900971	0	0	7.566204287515763	37.49695421422977	GSK3B;ATM;TP53	3
LUAD	1	BioCarta_2016	Tumor Suppressor Arf Inhibits Ribosomal Biogenesis_Homo sapiens_h_arfPathway	3/23	0.004960842506587685	0.14696495925766018	0	0	8.553100498930862	45.38428817508865	ATM;TP53;TBX2	3
LUAD	1	GO_Biological_Process_2018	glutathione derivative biosynthetic process (GO:1901687)	4/22	3.1225300852845016e-4	0.17704745583563125	0	0	11.922503725782414	96.23483486147201	GSTM3;GSTO2;GSTO1;GSTM5	4
LUAD	1	GO_Biological_Process_2018	glutathione derivative metabolic process (GO:1901685)	4/22	3.1225300852845016e-4	0.15934271025206811	0	0	11.922503725782414	96.23483486147201	GSTM3;GSTO2;GSTO1;GSTM5	4
LUAD	1	GO_Biological_Process_2018	nuclear RNA surveillance (GO:0071027)	3/9	2.755669994385812e-4	0.17577729976688497	0	0	21.85792349726776	179.16239927394895	EXOSC5;EXOSC9;EXOSC8	3
LUAD	1	GO_Biological_Process_2018	nuclear-transcribed mRNA catabolic process (GO:0000956)	13/175	3.0190612579725027e-6	0.015406269599433682	0	0	4.871194379391101	61.91563091941429	RPL31;RPL23;SMG7;RPL9;RPL6;ZFP36L1;ZFP36;EXOSC5;RPL27A;EXOSC9;EXOSC8;ATM;RPS27A	13
LUAD	1	GO_Biological_Process_2018	regulation of nuclease activity (GO:0032069)	3/6	6.788456925792966e-5	0.11547165230773836	0	0	32.78688524590164	314.67874774115336	OAS2;OAS3;OASL	3
LUAD	1	KEA_2015	MAPKAPK2	6/47	7.598346414515861e-5	0.032520922654127885	0	0	8.371119637251482	79.40002638344177	ZFP36;KRT18;TSC2;TP53;ZFP36L1;HNRNPA0	6
LUAD	1	KEGG_2019_Human	Chemokine signaling pathway	9/190	0.002630289530240248	0.0675107646094997	0	0	3.106125970664366	18.452442506219324	GSK3B;GNB2;GNB4;BRAF;CXCL1;SOS1;SOS2;GNAI2;PF4	9
LUAD	1	KEGG_2019_Human	Focal adhesion	10/199	9.95545430818882e-4	0.0511046654487026	0	0	3.2951643463217732	22.77690023665746	COL1A1;GSK3B;CAV2;LAMC3;BRAF;FLNB;ITGA6;SOS1;SOS2;MYL12A	10
LUAD	1	KEGG_2019_Human	Natural killer cell mediated cytotoxicity	7/131	0.004000912871203229	0.06485690338582077	0	0	3.503941934676511	19.34607888008716	PPP3CA;BRAF;CD48;ULBP2;SOS1;SOS2;MICB	7
LUAD	1	KEGG_2019_Human	PI3K-Akt signaling pathway	15/354	3.7774758978484054e-4	0.023269251530746177	0	0	2.7785495971103082	21.89853942006734	GSK3B;PHLPP1;LAMC3;TSC2;PPP2R5C;COL1A1;STK11;GNB2;GNB4;PKN2;ITGA6;SOS1;TP53;SOS2;ATF4	15
LUAD	1	KEGG_2019_Human	Regulation of actin cytoskeleton	10/214	0.001715662679518849	0.06605301316147569	0	0	3.0641948827945455	19.51265779361567	RRAS2;MYH14;BRK1;BRAF;ITGA6;PFN1;SOS1;SOS2;MYL12A;PFN2	10
LUAD	1	LINCS_L1000_Kinase_Perturbations_down	EGFR_knockdown_96h_MCF7	14/300	2.2317474107272123e-4	0.11617839378128517	0	0	3.0601092896174866	25.72803869188436	FEN1;DR1;CBX5;WDR74;RHOG;SMG7;RPL9;WDR76;MFSD9;NUP85;BAG3;EXOSC9;ANKRD40;GEMIN6	14
LUAD	1	LINCS_L1000_Kinase_Perturbations_down	GPR153_knockdown_96h_HEPG2	14/300	2.2317474107272123e-4	0.16264975129379924	0	0	3.0601092896174866	25.72803869188436	RERE;GPX4;FOXJ3;NPM3;WDR76;MFSD9;STK11;KRT18;RPL27A;SDF4;ANXA7;PSMG1;FADD;ULBP2	14
LUAD	1	LINCS_L1000_Kinase_Perturbations_down	PRKD2_knockdown_96h_HEPG2	14/300	2.2317474107272123e-4	0.13554145941149937	0	0	3.0601092896174866	25.72803869188436	RERE;SLC38A1;CBX5;GPX4;FOXJ3;WDR74;NIPSNAP1;STK11;KRT18;SDF4;ANXA7;PSMG1;FADD;ULBP2	14
LUAD	1	LINCS_L1000_Kinase_Perturbations_down	TP53RK_knockdown_96h_HEPG2	13/300	7.45097332302479e-4	0.19393819135073095	0	0	2.841530054644809	20.464687237053994	RERE;SLC38A1;DR1;CBX5;GPX4;FOXJ3;WDR74;STK11;KRT18;CD2BP2;PRKD2;CD48;FADD	13
LUAD	1	Panther_2016	Integrin signalling pathway_Homo sapiens_P00034	10/156	1.449026414330828e-4	0.016229095840505275	0	0	4.203446826397646	37.156151658057766	COL1A1;LAMC3;COL8A2;BRAF;ITGA6;FLNB;SOS1;MAPK6;SOS2;ARF6	10
LUAD	1	Panther_2016	p53 pathway by glucose deprivation_Homo sapiens_P04397	3/21	0.0038101819904758734	0.14224679431109927	0	0	9.36768149882904	52.178719667027735	STK11;TSC2;TP53	3
LUAD	1	Panther_2016	PI3 kinase pathway_Homo sapiens_P00048	5/42	4.275987373799208e-4	0.023945529293275564	0	0	7.8064012490242	60.55679415787892	GSK3B;GNB2;GNB4;SOS1;SOS2	5
LUAD	1	PPI_Hub_Proteins	AKT1	15/355	3.890949946813131e-4	0.07490078647615277	0	0	2.770722696836758	21.75484749543134	GSK3B;PHLPP1;RPL23;TSC2;BRAF;PPP2R5C;CFLAR;ZFP36L1;ACLY;WEE1;IMPDH1;PRKD2;ATM;PKN2;TP53BP1	15
LUAD	1	PPI_Hub_Proteins	GABARAP	16/479	0.0029514971904135096	0.16233234547274303	0	0	2.1903555905404017	12.759791018615902	RPL31;RPL23;PWP1;RPL9;RPL6;NIPSNAP1;AES;POFUT2;EXOSC9;HNRNPH2;BRIX1;CALR;PFN1;RPS27A;SQSTM1;HNRNPA0	16
LUAD	1	PPI_Hub_Proteins	MAPK3	12/326	0.004497172015579489	0.17314112259981032	0	0	2.413758423011164	13.044690384970343	GSK3B;ZFP36;BCL6;PLA2G1B;PDE6G;XPO6;TSC2;BRAF;SOS1;TP53;SQSTM1;ZFP36L1	12
LUAD	1	PPI_Hub_Proteins	PRKACA	15/440	0.0032656591206779383	0.15715984518262577	0	0	2.2354694485842024	12.796483596112486	GSK3B;PLA2G1B;RGS13;AKAP8L;PDE4DIP;BRAF;AKAP13;ACLY;SLC9A3R1;STK11;NUP85;NMT1;TP53BP1;TP53;ATF4	15
LUAD	1	PPI_Hub_Proteins	SLC2A4	24/635	4.506107037864516e-5	0.017348512095778385	0	0	2.478378727249258	24.802354960562727	RPL31;RPL23;FUCA1;VPS33A;TECR;RHOG;RPL9;RPL6;NIPSNAP1;GNAI2;COL1A1;GLUD1;ACLY;BAIAP2L1;NAGK;GNB2;ITGA6;CALR;P4HB;PFN1;RPS27A;RAN;PFN2;ARF6	24
LUAD	1	Reactome_2016	ATF4 activates genes_Homo sapiens_R-HSA-380994	4/25	5.208875354138152e-4	0.11385113274044818	0	0	10.491803278688526	79.31778520594887	EXOSC5;EXOSC9;EXOSC8;ATF4	4
LUAD	1	Reactome_2016	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA_Homo sapiens_R-HSA-450385	4/17	1.0789091935990084e-4	0.08253655331032414	0	0	15.429122468659594	140.93561962841403	EXOSC5;EXOSC9;EXOSC8;ZFP36L1	4
LUAD	1	Reactome_2016	G2/M Checkpoints_Homo sapiens_R-HSA-69481	8/150	0.0021667261757318114	0.11431348444378177	0	0	3.497267759562842	21.454121706329033	RMI2;WEE1;RFC2;ATM;PSMF1;TP53BP1;RPS27A;TP53	8
LUAD	1	Reactome_2016	G2/M DNA damage checkpoint_Homo sapiens_R-HSA-69473	6/78	0.0012252995883461017	0.11027696295114915	0	0	5.044136191677175	33.81876369720379	RMI2;WEE1;RFC2;ATM;TP53BP1;TP53	6
LUAD	1	Reactome_2016	Signaling by Robo receptor_Homo sapiens_R-HSA-376176	4/32	0.0013616752926652268	0.11574239987654428	0	0	8.19672131147541	54.090487741603944	PFN1;SOS1;SOS2;PFN2	4
LUAD	1	Transcription_Factor_PPIs	NOD2	5/45	5.916730918259568e-4	0.1698101773540496	0	0	7.285974499089253	54.15341555816159	SOCS3;OAS2;SUGT1;SQSTM1;DUOX2	5
LUAD	1	WikiPathways_2019_Human	PI3K-Akt Signaling Pathway WP4172	15/340	2.4629059609110766e-4	0.11624916135500281	0	0	2.8929604628736745	24.03760395644194	GSK3B;PHLPP1;LAMC3;TSC2;PPP2R5C;COL1A1;STK11;GNB2;GNB4;PKN2;ITGA6;SOS1;TP53;SOS2;ATF4	15
LUAD	2	BioCarta_2016	BRCA1-dependent Ub-ligase activity_Homo sapiens_h_bard1Pathway	3/8	1.1196920225333178e-4	0.026536700934039634	0	0	29.182879377431906	265.48502055537097	FANCA;FANCC;FANCF	3
LUAD	2	BioCarta_2016	Role of nicotinic acetylcholine receptors in the regulation of apoptosis_Homo sapiens_h_achPathway	3/17	0.001248012034038661	0.14788942603358132	0	0	13.73311970702678	91.82243121660163	PDPK1;FASLG;PTK2	3
LUAD	2	GO_Biological_Process_2018	negative regulation of telomere maintenance (GO:0032205)	4/17	5.556608021396942e-5	0.14177685366594298	0	0	18.310826276035705	179.408333457891	XRCC5;TNKS;ERCC4;TERF2IP	4
LUAD	2	GO_Biological_Process_2018	regulation of intracellular signal transduction (GO:1902531)	17/423	3.640754423035027e-5	0.18578769820747743	0	0	3.127558388755508	31.965944067713608	VAV3;PPP1R16B;DYRK2;PDPK1;HDAC1;ARHGAP19;EHMT1;MYO9B;FGD1;ARHGAP21;RACGAP1;RBBP4;ERCC4;PIN1;TAF6;BRD7;MAPK3	17
LUAD	2	KEGG_2019_Human	Fanconi anemia pathway	6/54	6.542732817625045e-5	0.02015161707828514	0	0	8.646779074794638	83.30800280811901	RAD51C;ERCC4;FANCA;FANCC;FAAP100;FANCF	6
LUAD	2	LINCS_L1000_Kinase_Perturbations_down	GPR78_knockdown_96h_PC3	13/300	1.4476365482428958e-4	0.13187968954492782	0	0	3.372243839169909	29.81201179182334	ZNF232;SF3A3;RBM25;DDX46;XRCC5;FASLG;PRDM11;TMEM143;RACGAP1;POLR3C;PSME2;PIN1;TMEM109	13
LUAD	2	LINCS_L1000_Kinase_Perturbations_down	GPR84_knockdown_96h_A549	14/300	3.635221137624403e-5	0.13246745825503325	0	0	3.6316472114137484	37.123625754202614	RBM25;FASLG;GPN2;TYMS;NR2C1;NLE1;IPO4;COQ6;ZZEF1;THAP11;CYB561D2;RBBP4;VAPB;CCRL2	14
LUAD	2	LINCS_L1000_Kinase_Perturbations_down	TRIB3_knockdown_96h_A549	14/300	3.635221137624403e-5	0.06623372912751663	0	0	3.6316472114137484	37.123625754202614	GTF2A1;PDPK1;FANCA;SUPT5H;ZZEF1;CYB561D2;UGDH;KHSRP;MYL3;UBAP2L;ZFPL1;TMSB10;DNAL4;SH2B1	14
LUAD	2	LINCS_L1000_Kinase_Perturbations_down	VRK1_knockdown_96h_HEPG2	13/300	1.4476365482428958e-4	0.17583958605990377	0	0	3.372243839169909	29.81201179182334	CCNT2;DYRK2;ROCK1;TNKS;FASLG;MZT2B;GPRIN2;SGPL1;AKAP10;RBBP4;VAPB;GPC1;TERF2IP	13
LUAD	2	PPI_Hub_Proteins	FOS	9/173	4.12833924446119e-4	0.0794705304558779	0	0	4.0484919367535595	31.547732391418606	SF3A3;SMARCD1;MAF;AMY2B;PIN1;TMSB10;RBM6;MAPK3;HSPA1A	9
LUAD	2	PPI_Hub_Proteins	HIST1H3A	7/122	0.0010187807865282127	0.13074353427112065	0	0	4.465140014033297	30.761013406726885	ROCK1;RBBP4;SPHK2;HDAC1;EHMT1;BRD7;IPO4	7
LUAD	2	PPI_Hub_Proteins	MED19	7/127	0.0012876065557933466	0.12393213099510961	0	0	4.289347100094978	28.54547698733905	FBL;DDX3X;DDX20;NOL8;PRPF4B;IPO4;U2SURP	7
LUAD	2	PPI_Hub_Proteins	SRRM2	8/166	0.0014052808607237979	0.10820662627573244	0	0	3.750410201115747	24.630886860636313	RBM25;DDX3X;DDX46;RBBP4;PIN1;PRPF19;MAPK3;HSPA1A	8
LUAD	2	Reactome_2016	Fanconi Anemia Pathway_Homo sapiens_R-HSA-6783310	4/35	0.0010195115111976158	0.15598526121323522	0	0	8.893829905503058	61.26453965083566	ERCC4;FANCA;FANCC;FANCF	4
LUAD	2	Reactome_2016	Sphingolipid de novo biosynthesis_Homo sapiens_R-HSA-1660661	4/33	8.129420152007112e-4	0.13820014258412092	0	0	9.43284989977597	67.1133194007909	SGPL1;COL4A3BP;SPHK2;VAPB	4
LUAD	2	Transcription_Factor_PPIs	FOS	8/199	0.004306135179157218	0.08827577117272296	0	0	3.128482881332734	17.043081515981132	SF3A3;SMARCD1;MAF;AMY2B;PIN1;TMSB10;RBM6;MAPK3	8
LUAD	2	Transcription_Factor_PPIs	HCFC1	7/87	1.2987953569949424e-4	0.03727542674575485	0	0	6.261460709334049	56.033205688132355	ZBTB17;RBBP4;HDAC1;NR2C1;THAP1;THAP11;HSPA1A	7
LUAD	2	Transcription_Factor_PPIs	TAF7	4/50	0.003858665080292625	0.08518745215722949	0	0	6.22568093385214	34.598810829203984	CPSF1;TAF6;AHR;RBM6	4
LUAD	2	Transcription_Factor_PPIs	TBP	7/160	0.004710167849244552	0.09012121151554577	0	0	3.404669260700389	18.24232594535288	GTF2A1;CPSF1;HDAC1;POLR3C;SUB1;TAF6;AHR	7
LUAD	2	Transcription_Factor_PPIs	TP53	17/628	0.0032482668752849735	0.08475023574607159	0	0	2.1066197427445537	12.070159458521438	SMARCD1;RAB4A;DYRK2;HDAC1;UBE2D3;HMGA1;EHMT1;PTK2;DHFR;UCHL1;HECTD3;SUB1;PIN1;TAF6;BRD7;HSPA1A;MAPK3	17
LUAD	3	GO_Biological_Process_2018	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	5/113	1.6639449745822242e-4	0.0849111120529309	0	0	9.724788485850432	84.61683456465671	RPL4;RPL18A;RPS3;RPL39;RPS13	5
LUAD	3	GO_Biological_Process_2018	peptide biosynthetic process (GO:0043043)	6/175	1.4840720702361746e-4	0.09466524718019	0	0	7.535321821036106	66.42801127958093	RPL4;RPL18A;RPS3;TARS;RPL39;RPS13	6
LUAD	3	GO_Biological_Process_2018	protein targeting to ER (GO:0045047)	5/98	8.492936741234969e-5	0.0866789123810441	0	0	11.213276519398969	105.10978491300375	RPL4;RPL18A;RPS3;RPL39;RPS13	5
LUAD	3	GO_Biological_Process_2018	rRNA metabolic process (GO:0016072)	8/201	3.768791007412168e-6	0.01923214051082429	0	0	8.747471434038598	109.245038942647	RPL4;NOP14;RPL18A;NIFK;MARS;RPS3;RPL39;RPS13	8
LUAD	3	GO_Biological_Process_2018	rRNA processing (GO:0006364)	6/203	3.3064714777236785e-4	0.12052088536302807	0	0	6.495967087100091	52.061660390866635	RPL4;NOP14;RPL18A;RPS3;RPL39;RPS13	6
LUAD	3	PPI_Hub_Proteins	EIF2C2	6/156	7.893621154035867e-5	0.030390441443038086	0	0	8.4530853761623	79.85520270934815	RPL4;IPO9;RPL18A;RPS3;RPS13;RBM10	6
LUAD	3	PPI_Hub_Proteins	ITGB1	5/129	3.0819447098851704e-4	0.05932743566528953	0	0	8.51861316977596	68.87110976170044	ITGB5;ACTN1;TSPAN4;ITGAV;TLN1	5
LUAD	3	Reactome_2016	Metabolism of amino acids and derivatives_Homo sapiens_R-HSA-71291	7/335	8.440152230473705e-4	0.04782752930601766	0	0	4.592422502870264	32.502135599288145	RPL4;PSMB7;RPL18A;MARS;RPS3;RPL39;RPS13	7
LUAD	3	Reactome_2016	Non-integrin membrane-ECM interactions_Homo sapiens_R-HSA-3000171	3/42	9.199855527524001e-4	0.050270639132541865	0	0	15.698587127158554	109.75121807809244	ITGB5;ACTN1;ITGAV	3
LUAD	3	Reactome_2016	Resolution of D-loop Structures through Holliday Junction Intermediates_Homo sapiens_R-HSA-5693568	3/32	4.107591691476826e-4	0.028566433127088838	0	0	20.604395604395602	160.66284639469492	SLX4;RMI1;SPIDR	3
LUAD	3	Reactome_2016	Resolution of D-Loop Structures_Homo sapiens_R-HSA-5693537	3/33	4.503520462993958e-4	0.029958201340785896	0	0	19.98001998001998	153.9556634554829	SLX4;RMI1;SPIDR	3
LUAD	3	Reactome_2016	Syndecan interactions_Homo sapiens_R-HSA-3000170	3/20	9.821177076997982e-5	0.01669600103089657	0	0	32.967032967032964	304.2324555333751	ITGB5;ACTN1;ITGAV	3
LUAD	3	WikiPathways_2019_Human	Cytoplasmic Ribosomal Proteins WP477	5/89	5.360437846261633e-5	0.025301266634354908	0	0	12.347203358439312	121.4209137608149	RPL4;RPL18A;RPS3;RPL39;RPS13	5
LUAD	4	KEA_2015	CSNK1D	5/72	2.41360686923082e-4	0.05165118700153955	0	0	8.960573476702509	74.63457094144837	CDK5;STAMBP;C9ORF78;MTSS1;EPN2	5
