cancer	hugo_symbol	gene_cls	g12d_ach_000007	wt_ach_000009	wt_ach_000202	g12d_ach_000286	g12d_ach_000350	g13d_ach_000381	g13d_ach_000403	g12v_ach_000467	g12v_ach_000651	wt_ach_000683	g12v_ach_000820	wt_ach_000926	g13d_ach_000950	g12d_ach_000957	wt_ach_000959	wt_ach_000963	wt_ach_000969	wt_ach_000986	wt_ach_001061	g12d_ach_001345	wt_ach_001454	wt_ach_001458	wt_ach_001461
COAD	CD52	3	0.279535672204	-0.0628290473422	-0.111062748001	0.160678556998	0.0877248500647	-0.00621780292619	0.0913191533661	-0.00812946355304	0.0776317367136	-0.0845236210635	0.0564985358464	0.0140208855162	0.0705068179888	0.0608477998451	0.0641697954707	-0.00352251849318	-0.106321133744	0.0152560943187	-0.0104487198844	0.221659971253	-0.208038839183	0.0474019375366	NA
COAD	CFAP69	3	-0.0848234300913	-0.0164866576689	-0.182739805391	0.151038573684	0.1012022766	-0.323976202053	-0.288831766657	-0.114908634908	-0.172959924224	-0.0812577554917	0.141390355201	-0.106745476574	-0.282327827004	-0.152822206527	-0.0497537853845	-0.211755853149	-0.241158232474	-0.167020801653	-0.124136876049	0.180130455306	-0.0393981568483	-0.0740252218989	-0.213327420927
COAD	CLK3	3	0.0283661414681	-0.0084596666182	-0.0927978995163	-0.131434815817	-0.297126563582	0.208950857163	0.0941629103373	0.271666686758	-0.118765819671	-0.103188684382	0.0712041172567	-0.25523840471	0.128556803884	-0.0121187833013	-0.00556711481615	-0.224206051607	-0.268720320986	-0.478878112635	-0.302817824715	0.133820964656	-0.0658713338874	-0.379548022802	-0.106313228875
COAD	CNTD1	3	0.144611703095	0.0200235309552	0.049418409545	0.166607422504	0.223986724768	-0.113129149221	-0.0952244473809	0.018335791018	0.0774395944903	0.0443333774948	0.341707110737	0.0925059465774	-0.0518451207591	0.258154141828	-0.171102212013	-0.0363158456878	-0.00264075925434	-0.0199584119809	0.032622545473	-0.00278527054781	0.117909697481	-0.128334556806	0.0709068484812
COAD	DVL3	3	-0.139846448767	-0.242807849333	-0.415866510588	-0.054798670622	-0.331976396641	-0.213276950393	-0.0471773877583	-0.309342672372	-0.141426563132	-0.277313525416	-0.0751493073684	-0.275848168714	0.0283783332982	0.0561464071851	-0.370799543868	-0.423376995563	-0.309552693518	-0.180319697837	-0.282886822321	0.0238107126831	-0.277918558656	-0.201548264854	-0.297903169772
COAD	FAF2	3	-0.428736155168	-0.727530662173	-0.527831098608	-0.808829723006	-0.868289673798	-0.729416643414	-0.759944555459	-0.478953816961	-0.405153114084	-0.531102888448	-0.252948939446	-0.627621967972	-0.766387115916	-0.702887588848	-0.716904321665	-1.03231433356	-0.959982801245	-0.773501213701	-1.13540050013	-0.663435615982	-0.850418627153	-1.03655101301	-0.877902736196
COAD	FKBP15	3	0.251257991621	-0.150489848247	-0.184502869044	0.00703515853018	0.0676089479232	-0.0177003242414	0.0214259477931	-0.0534561042736	0.0589124030565	-0.112979897311	0.0892277018359	-0.0645715296152	0.157100799979	0.0801652655098	-0.00904345031472	0.0921310025776	-0.0485013639455	-0.0167858874626	-0.0012723866792	0.298358311934	-0.0124540095309	-0.126589985636	-0.271119096759
COAD	IFNLR1	3	-0.308428265395	-0.546694975664	-0.231659068917	0.0983376442344	-0.20320260702	-0.258311080289	-0.181799993331	-0.363436740979	-0.453277059628	-0.483969852497	-0.285031491358	-0.433688795801	-0.261457536635	-0.123982497495	-0.253434218346	-0.715083772554	-0.50591077752	-0.499542268242	-0.533728866298	-0.383514343367	-0.513082608669	-0.559570195878	NA
COAD	INTS14	3	-0.369817331387	-0.805081285246	-0.552571760227	-0.499615739865	-0.508821413827	-1.05557186742	-0.553475441458	-0.841896457187	-0.524460144151	-0.916951522691	-0.595984251516	-0.761911152378	-0.753562826352	-0.500744547712	-0.593991300889	-0.950143503561	-0.730213817456	-0.823961083996	-0.770231269689	-0.457928779375	-1.07798249271	-0.833801127538	-1.04649156003
COAD	KCNN3	3	0.0279235087135	-0.175538931731	0.062997688341	0.17882280127	0.0439492819546	0.0823166010721	0.0690693983085	0.0239742735732	-0.164635288714	-0.128210282487	-0.141707569364	-0.290804291728	0.0307771491678	0.132933408397	-1.06310107264e-4	-0.10072394134	-0.021271406408	-0.00927821455391	-0.0141359703486	0.145974426152	-0.11894574607	0.0397248686932	-0.151315746422
COAD	KNTC1	3	-0.720393149974	-0.528267908362	-0.971045226686	-0.639247916689	-0.543343701306	-0.614879725347	-0.536014866848	-0.207118591843	0.00500833732172	-0.400701941401	-0.0679824022272	-0.51966064451	-0.480002480246	-1.04110529461	-0.654981459655	-0.553653671218	-0.302248387821	-0.636945801112	-0.24291681539	-0.329111741473	-0.525686953698	-0.498993969111	-0.328240894281
COAD	LRPAP1	3	0.157180733404	-0.110912698707	0.0201664524026	0.407499783043	0.123992268503	-0.103578591589	0.121888270774	0.0324302324191	0.00208316086918	-0.00777604219998	-0.125067916488	0.0371401536875	-0.264384922228	0.360112168166	0.0439552430524	0.0274966798557	0.176083887515	0.0253926401955	0.121841521596	0.126114183949	-0.112013201553	-0.216431512817	0.0900942074767
COAD	MAN1C1	3	0.140860086776	-0.13485292974	0.0223694254772	0.0605030080992	0.0539456192126	-0.250088974734	-0.0250869370129	-0.0583382886748	-0.104924495768	-0.0831609892785	-0.245754099435	-0.0861804202153	-0.254771310468	0.0612845079658	0.0286425057249	-0.18116635779	-0.203278945268	-0.305749299589	0.00368667001439	0.151849109418	-0.0106482272906	-0.144438895442	NA
COAD	MDH1	3	0.191942534921	0.0837134824031	-0.0241942633836	0.255314167753	0.132725937104	0.168110318164	0.0810944812519	0.129751599809	0.167047416978	0.199050199201	0.0426933918889	0.147870749442	0.23369448313	0.283932911439	0.0825575475757	0.0438318271411	0.0372942036648	-0.0773129129894	0.108465546587	0.337785178087	0.0580765103435	0.0565696480953	-0.0901068099799
COAD	MLC1	3	0.085444082232	-0.158795546746	-0.276547819029	0.0623061724177	NA	0.142962857428	-0.13692933121	-0.0195915103651	-0.0586340007739	-0.074356166366	0.0718836086004	-0.129814961309	-0.122509767702	0.114011828754	-0.150822562068	0.0204878927254	-0.0571165111239	-0.200048849976	-0.100900741822	0.0341463065194	-0.0127613202074	-0.138793767731	-0.311671696249
COAD	MPPED2	3	0.337122058668	0.0512532216593	-0.00850029451527	0.293774061654	0.0254356919653	0.140690246897	0.069044086386	0.147329751822	0.109188336858	0.0803250378214	0.26528461714	0.156843039871	0.183825812421	0.0691933484121	-0.0394897744746	-0.0435845413193	-0.0208552853161	-0.0116441643146	0.0488513616579	0.132852510142	-0.115045736419	0.0659518869656	0.0553970356573
COAD	MTMR11	3	-0.206187746451	-0.321639936967	-0.315993065802	0.118871149448	-0.0683201425739	0.0149277170957	-0.0820412888032	0.0486015064296	-0.151318115859	-0.272195238014	-0.287820912751	-0.0788546178527	0.0200015101294	0.177409445522	-0.137445464438	-0.350581100143	-0.243673608228	-0.338954490832	NA	-0.0786804241484	-0.203641613059	-0.0632217849912	-0.319218440081
COAD	NKD1	3	0.47631221676	0.249195166967	0.218902327183	0.239222198305	0.270730434403	-0.221315343571	0.160992276064	0.292471682713	-0.0646423555964	0.0962709961576	0.347012274353	0.261351183951	-0.0510452101139	0.402197377443	0.133418388254	-0.0715466882191	0.0525418511362	NA	0.0871948329789	0.415412374449	0.216147710962	-0.137514429659	0.190926215026
COAD	NLRP3	3	0.210756812998	-3.02586095619e-5	-0.0239506035468	0.19986228246	0.0589312563168	0.105447642656	0.150722875895	0.116679060263	0.179262213376	-0.0492476727855	0.174081408535	0.0237674930153	0.061204650005	0.216713846184	-0.0082100964175	-0.0285988337716	0.198835261028	0.00586809102021	0.0494258612891	0.317314314985	-0.0657753863569	0.0624538275479	0.0880532101455
COAD	ORC4	3	-0.481256393507	-0.637625024831	-0.54059149971	-0.40365324017	-0.415656712448	-0.579168968449	-0.510183432006	-0.739601117497	-0.79661516359	-0.509357519743	-0.848591384329	-0.427073511349	-0.524284688198	-0.631044486114	-0.572703802548	-0.890883907511	-0.504962333019	-0.668129262859	-0.462979555458	-0.21352893463	-0.527300517308	-0.390333160255	-0.669732993947
COAD	PA2G4	3	-0.351871727719	-0.367022923012	-0.527504886261	0.107761593706	-0.0640682505155	-0.0369686429747	-0.143811758369	-0.34648537882	-0.272377204097	-0.50860090937	-0.0412073499402	-0.412835943131	-0.220274995885	-0.254702245617	-0.392547474961	-0.55433860517	-0.348159092536	-0.183197677197	-0.39576267046	-0.173478971085	-0.366119879765	-0.274778992161	-0.518077351374
COAD	PIGK	3	0.317155559823	0.0176624422162	0.0303859561897	0.247967755644	0.149245281354	-6.26467720738e-4	-0.00855239678383	0.122001340553	0.0371676693061	-0.0218173925159	0.230257983538	0.0897609972298	-0.080439547711	0.0892614965717	0.149327370432	-0.0910104628532	0.0479173944391	0.0662748862935	0.0784724644495	0.129170374987	NA	0.00169435775022	0.128315715096
COAD	PKDCC	3	0.305651082834	-0.0694852564587	-0.320032065537	0.155332009242	0.125325181473	-0.138410786762	0.0554759113977	0.127815453627	0.00447575563161	-0.129621019812	0.209681191449	-0.074925349264	0.00496789138029	0.0478647307342	0.0403816750947	-0.488634462483	0.019410721879	-0.00222047807732	-0.0794172630096	0.222946987316	-0.249653203826	-0.181054825603	0.084736161087
COAD	PYCARD	3	0.107639433782	-6.3302659824e-4	-0.0517041890653	0.0320057928809	0.0546721355885	0.21943339346	0.114852930952	-0.0449952969929	-0.0788059161066	-0.153426873626	-0.00341220349495	0.0356847105218	0.0819639307578	0.127494842057	0.0518822884328	-0.0086828864301	-0.040552214759	-0.0487105179699	-0.0318721249496	-0.0340605859533	-0.00921370619138	-0.065311869638	-0.109773636817
COAD	SLC7A11	3	0.280293487904	-0.109415026153	0.3380360939	0.346050108425	NA	0.104577681943	-0.0283011843456	0.372525600189	0.214982659707	0.11221546444	0.434986920001	0.107149156591	-0.0888926320005	0.402965685601	0.102057322847	0.213028964635	0.149258506467	0.0579863998368	0.109948316743	0.453185754525	0.171851650817	-0.216526435197	0.297514637049
COAD	SRSF5	3	-0.0593928951498	-0.216834849613	-0.471414586829	-0.174480839497	0.132001243918	-0.0333271679174	-0.0285708587802	-0.209448119942	-0.0206571605396	-0.202489911079	-0.00352420482109	0.00720453411996	-0.0508065733006	0.165681746638	-0.441623143184	-0.126116493814	-0.152901590851	-0.288847288689	-0.320925946059	0.140464224605	-0.237322536251	-0.35559585232	-0.586444263256
COAD	STARD9	3	0.125294120759	-0.200562418667	-0.253453145566	-0.0577471032252	0.008410743822	-0.170111099946	-0.146687242007	-0.0923773676956	-0.181810159329	-0.110223842037	-0.249355258173	-0.188688961976	-0.206599558419	0.137628005055	-0.180776196412	-0.122501805899	-0.272384506283	-0.21765275086	-0.200327891729	-0.0349001392269	-0.111096414729	-0.198412054158	-0.0206588927382
COAD	THSD7A	3	0.361294579553	0.0889375073823	0.30445670191700003	0.468243845428	0.179956892232	0.202720477008	0.0691348977838	0.0475066770992	0.203189904084	0.225461220077	0.169448218959	0.177003044904	0.265537389299	0.475095469551	0.04664303224	0.117518781649	0.0440184584063	0.262905833015	0.0777278240288	0.375486987141	0.0909467514109	0.288389053268	0.0561619298258
COAD	TMEM209	3	0.237956271736	-0.153505354229	-0.037131411814	0.231537212139	-0.0856300201178	-0.0161901270447	-0.0289164279591	0.149167285078	0.0680007959892	-0.0662095034702	-0.0838402281403	-0.0574620372889	-0.128156374002	-0.105192439918	-0.218511011077	-0.208825302054	-0.0622027251415	-0.141399474774	-0.114495523449	0.210720890478	-0.400205854658	-0.0439943762503	-0.293495285289
COAD	TMUB1	3	0.350145471586	0.0802076672003	-0.106383279803	0.194097584402	0.197237337255	0.285955789817	0.134202420079	0.0807409853326	0.160266260627	0.100885058259	-0.0185657456306	-0.0717805813933	0.184469831473	0.331552300665	-0.0117974033535	0.0860513176969	0.188841431731	0.212450671777	0.151558698994	0.245959366614	-0.0774114081329	-0.0989405722208	-0.118731824194
COAD	TSTD1	3	-0.0674436630415	-0.481689881139	-0.425508044699	-0.0884732184403	0.0228253759277	-0.293389781811	-0.193406714379	-0.177203291436	-0.175556061267	-0.48160434978	-0.0129331327979	-0.213691485641	-0.283083915905	-0.0744095508443	-0.268522661576	-0.309526001682	-0.42543610719	-9.01740769161e-4	-0.239828821657	0.235619715618	-0.383614978702	-0.360040208069	0.0483263161113
COAD	COQ2	4	-0.650150866437	-0.392312364351	-0.247178574267	-0.766844382435	NA	-0.484831570484	-0.753461958065	-0.573968572194	-0.759288512755	-0.552107316668	-0.494747646629	-0.425642122443	-0.719741009793	-0.842401645447	-0.556016948788	-0.41525550461	-0.287478829217	NA	-0.731734422802	-0.666123573744	-0.492964486617	-0.396508462166	-0.265706153543
COAD	LDHD	4	-0.138637898439	0.225029079129	0.163341326219	-0.129936380545	0.0032045786486	0.0875635794442	-0.0836896869219	-0.167923889867	-0.235971347482	-0.0548745736065	-0.120624275895	-0.0609872633788	-0.102486565608	-0.0871397650975	0.0290387840724	0.292195912883	-0.0249328402107	0.0781306986349	-0.0154155395563	-0.212144823293	-0.0759830725439	0.0463423160081	0.174616585457
COAD	LIN7C	4	-0.223977776857	-0.017137304264	-0.0100496025787	-0.389026894603	-0.238333763592	-0.447483764524	-0.402546914508	-0.404446980379	-0.135484776967	-0.107077983831	-0.0986830081212	-0.0619118437462	-0.578580177364	-0.353347835892	-0.235068690717	-0.232490193184	-0.350191845422	-0.375730265791	-0.24696964316	-0.276223593326	-0.256220231599	-0.154385722561	-0.131814524094
COAD	PRDM13	4	0.0164165570401	0.167195780883	0.389136934669	-0.0809168110792	NA	0.024221249292	0.0982057847126	0.00529855288186	0.0632710842489	0.129248407976	-0.0958074719726	0.134261778089	-0.0348572459718	-0.107572920709	0.0105409213639	-0.034578957938	0.117351148318	-0.0295695656244	0.166076123986	-0.138724722852	0.310711290576	0.17245635673	0.217023697277
COAD	RPN2	4	-1.53977310756	-0.73686051455	-0.858483997873	-1.35978475983	-1.10800104501	-1.16821515858	-1.0203895552	-0.984662595581	-0.706462272244	-0.962112138465	-1.10158782326	-1.22662889564	-1.30958936576	-1.35684024182	-0.814492542611	-1.0454782835	-0.605581118171	-0.991429227468	-0.985101922686	-1.18481010182	-0.807520085195	-0.934641993962	-0.323648738954
COAD	SERPING1	4	-0.268016801919	0.139608947274	0.0530216293007	-0.192924386611	NA	-0.213332129815	0.0118156951503	-0.131994052338	-0.197004317214	-0.0782817952192	0.0880879280696	-0.118979740192	-0.220862372988	-0.340543845837	-0.164707589165	-0.135353731389	-0.146661799351	-0.030064107429	-0.0948160661658	-0.382317602066	0.0277064289475	-0.0364475329467	-8.13937804823e-4
COAD	SLC45A2	4	0.245780007687	0.188271861833	0.330641005498	0.0130828448552	0.00573510169898	-0.0128802228794	0.0938530096372	0.112843733502	0.104927405673	0.242591079767	0.211079497359	0.14544875487	-0.02916137221	0.0568914717565	0.10034296233	0.224316943613	0.0803690510922	0.134108943684	0.237078436035	0.0777761852597	0.171785446921	0.213599694879	0.164608737245
COAD	SPCS3	4	-1.06799724961	-0.689362155969	-0.596632009962	-0.869133301688	-1.1842495418	-1.17925835439	-1.46386462088	-1.08301850411	-0.919005439332	-0.739020546554	-0.879383112483	-1.02602776723	-0.903872309807	-1.17041129297	-0.838799102364	-0.828974162609	-1.03736863027	-0.780763001869	-0.867086819148	-1.23070494665	-0.786190280457	NA	-0.571015587866
COAD	TFPT	4	-0.298418540286	-0.252808892427	0.156213669276	-0.6397251816	-0.380945786456	-0.347915017809	-0.292976499434	-0.223304186823	-0.113948504812	-0.144030599414	-0.283143437992	-0.235971711814	-0.0128588964325	-0.494848978292	-0.32692025711	-0.114462469446	-0.351377987834	0.0869397389791	-0.235166937493	-0.592202559139	-0.308464263045	0.106898251651	0.129828890016
COAD	VEGFC	4	0.102549389771	0.291516466899	0.516643086289	-0.048863318482	-0.160984515942	0.134459513253	0.271335597125	0.0341992786091	0.138656108784	0.166882776501	0.071732055052	0.138880038488	0.177163739774	-0.0374292153214	0.0498734101444	0.467986570338	0.150837926383	0.291028495064	-0.0259771604562	-0.0466468537462	0.411358357711	NA	0.427666868442
