cancer	dataset	target	num_cancer_samples	num_genes_detected	genes_detected
COAD	VICC	VICC_01_T7	86	242	ABL1, ABL2, AKT2, AKT3, ALK, AMER1, APC, AR, ARAF, ARID1A, ARID1B, ARID2, ASXL1, ATM, ATR, ATRX, AURKA, AURKB, AXIN1, AXL, BAP1, BARD1, BCL2L1, BCOR, BCORL1, BLM, BRAF, BRCA1, BRCA2, BRD4, BRIP1, BTK, C11orf30, CARD11, CBL, CCND1, CCND2, CCND3, CCNE1, CDC73, CDH1, CDK12, CDK4, CDK6, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CDKN2C, CHD2, CHD4, CHEK2, CIC, CREBBP, CRLF2, CSF1R, CTCF, CTNNA1, CTNNB1, CYLD, DAXX, DDR2, DICER1, DNMT3A, DOT1L, EGFR, EP300, EPHA3, EPHA5, EPHA7, EPHB1, ERBB2, ERBB3, ERBB4, ERG, EZH2, FAM46C, FANCA, FANCC, FANCD2, FANCE, FANCF, FAS, FAT1, FBXW7, FGF14, FGF23, FGFR1, FGFR2, FGFR3, FGFR4, FH, FLCN, FLT1, FLT3, FLT4, FOXL2, FOXP1, FRS2, GABRA6, GATA4, GATA6, GLI1, GNA11, GNA13, GNAS, GPR124, GRIN2A, GRM3, GSK3B, H3F3A, HGF, HNF1A, HRAS, HSD3B1, IDH1, IDH2, IGF1R, IKBKE, IKZF1, IL7R, INHBA, INPP4B, IRF4, IRS2, JAK1, JAK2, JAK3, JUN, KAT6A, KDM5A, KDM5C, KDM6A, KDR, KEAP1, KMT2A, KMT2C, KMT2D, KRAS, LRP1B, LYN, LZTR1, MAGI2, MAP2K1, MAP2K2, MAP2K4, MAP3K1, MED12, MEN1, MET, MRE11A, MSH2, MSH6, MTOR, MUTYH, MYCL, MYCN, NF1, NKX2-1, NOTCH1, NOTCH2, NOTCH3, NRAS, NSD1, NTRK1, NTRK2, NTRK3, NUP93, PALB2, PARK2, PAX5, PBRM1, PDGFRA, PDGFRB, PIK3C2B, PIK3CA, PIK3CB, PIK3CG, PIK3R1, PLCG2, POLD1, POLE, PPP2R1A, PRDM1, PREX2, PRKAR1A, PRKCI, PRKDC, PTCH1, PTEN, PTPN11, RAD50, RANBP2, RB1, RBM10, RET, RICTOR, RNF43, ROS1, RP4-806M20.3, RPTOR, RUNX1, RUNX1T1, SDHA, SDHB, SDHC, SDHD, SETD2, SF3B1, SMAD2, SMAD3, SMAD4, SMARCA4, SMARCB1, SMO, SNCAIP, SOX10, SOX9, SPEN, SPTA1, SRC, STAT3, STK11, TAF1, TBX3, TERT, TET2, TGFBR2, TOP1, TOP2A, TP53, TSC1, TSC2, TSHR, U2AF1, VEGFA, WISP3, WT1, XPO1, ZBTB2, ZNF217, ZNF703
COAD	NKI	NKI_TSACP_MISEQ_NGS	62	21	APC, ATM, BRAF, EGFR, ERBB4, FBXW7, FGFR3, GNAQ, KDR, KIT, KRAS, NRAS, PDGFRA, PIK3CA, PTEN, PTPN11, RB1, RET, SMAD4, STK11, TP53
COAD	MDA	MDA_409_V1	27	76	ADAMTS20, ALK, AMER1, APC, AR, ATM, AURKC, BAI3, BCL9, CDC73, CDH2, CHEK2, CSF1R, CSMD3, CYP2C19, DCC, EP300, EPHA7, EPHB1, ERCC2, ESR1, EXT1, FANCD2, FANCG, FBXW7, FLI1, FLT4, FN1, GNAS, HOOK3, IGF1R, IL7R, KAT6A, KDM6A, KDR, KMT2C, KRAS, LCK, LRP1B, LTF, MAML2, MAP3K7, MET, MITF, MN1, MYH11, NF1, NRAS, NSD1, NTRK1, NTRK3, NUP214, NUP98, PAX5, PDE4DIP, PIK3CA, PIK3CD, PIK3R1, PPP2R1A, PSIP1, RET, RNF213, RPS6KA2, SDHC, SMAD2, SMAD4, SYNE1, TAF1, TAF1L, TBX22, TCF7L2, TGFBR2, TNFAIP3, TP53, VHL, ZNF521
COAD	VICC	VICC_01_T5A	22	103	ALK, AMER1, APC, ARID1A, ARID2, ATM, ATRX, AXL, BAP1, BARD1, BCOR, BLM, BRAF, BRCA1, BRCA2, BRIP1, CARD11, CBL, CCND3, CIC, CREBBP, CTCF, CTNNB1, DDR2, DOT1L, EPHA3, EPHB1, ERBB2, ERBB3, ERBB4, ESR1, EZH2, FANCA, FANCD2, FANCE, FANCF, FANCL, FBXW7, FGF6, FOXL2, GATA1, GATA2, GID4, GNAS, GRIN2A, IGF1R, IKZF1, IL7R, IRF4, IRS2, JAK1, JAK3, JUN, KAT6A, KDR, KIT, KMT2A, KMT2D, KRAS, LRP1B, MAP2K4, MEF2B, MET, MITF, MLH1, MSH2, MTOR, MYCL, NF1, NOTCH1, NTRK1, NTRK3, PAK3, PBRM1, PDGFRA, PDGFRB, PIK3R1, PIK3R2, PRKDC, PTCH1, PTEN, RAD50, RB1, RNF43, RUNX1T1, SETD2, SMAD2, SMAD4, SMARCA4, SMO, SPEN, STAG2, STK11, SUFU, TET2, TNFRSF14, TP53, TSC1, TSC2, TSHR, XPO1, ZNF217, ZNF703
COAD	WAKE	WAKE_CLINICAL_T7	22	66	ABL1, APC, ARID1A, ARID1B, ARID2, ASXL1, ATM, AXL, BCORL1, BLM, CBL, CDC73, CDH1, CDK12, CIC, CTNNB1, CYLD, DDR2, DOT1L, EPHA3, EPHB1, ERBB2, ERBB3, ESR1, FANCD2, FANCE, FGFR4, GLI1, GNAS, GRM3, IRF4, KMT2A, LYN, LZTR1, MAP2K4, MAP3K1, MDM4, MET, MLH1, NF1, NPM1, NTRK2, PIK3CA, PLCG2, POLD1, PRDM1, PREX2, PTEN, PTPN11, RANBP2, RET, SDHA, SMAD3, SMAD4, SMARCA4, SMARCB1, SNCAIP, SOX9, STAG2, TAF1, TGFBR2, TNFRSF14, TOP1, TSC2, TSHR, ZNF703
COAD	VICC	VICC_01_SOLIDTUMOR	11	18	BRAF, CTNNB1, EGFR, ERBB2, FGFR1, FGFR2, GNAQ, IDH1, KIT, KRAS, MAP2K1, MET, NRAS, PDGFRA, PIK3CA, PTEN, ROS1, TP53
COAD	GRCC	GRCC_MOSC3	2	3	KRAS, NRAS, TP53
LUAD	JHU	JHU_50GP_V2	894	50	ABL1, AKT1, ALK, APC, ATM, BRAF, CDH1, CDKN2A, CSF1R, CTNNB1, EGFR, ERBB2, ERBB4, EZH2, FBXW7, FGFR1, FGFR2, FGFR3, FLT3, GNA11, GNAQ, GNAS, HNF1A, HRAS, IDH1, IDH2, JAK2, JAK3, KDR, KIT, KRAS, MET, MLH1, MPL, NOTCH1, NPM1, NRAS, PDGFRA, PIK3CA, PTEN, PTPN11, RB1, RET, SMAD4, SMARCB1, SMO, SRC, STK11, TP53, VHL
LUAD	MSK	MSK_IMPACT468	756	458	ABL1, ACVR1, AGO2, AKT1, AKT2, AKT3, ALK, ALOX12B, AMER1, ANKRD11, APC, AR, ARAF, ARID1A, ARID1B, ARID2, ARID5B, ASXL1, ASXL2, ATM, ATR, ATRX, AURKA, AURKB, AXIN1, AXIN2, AXL, B2M, BABAM1, BAP1, BARD1, BBC3, BCL10, BCL2, BCL2L1, BCL2L11, BCL6, BCOR, BIRC3, BLM, BMPR1A, BRAF, BRCA1, BRCA2, BRD4, BRIP1, BTK, CALR, CARD11, CARM1, CASP8, CBFB, CBL, CCND1, CCND2, CCND3, CCNE1, CD274, CD276, CD79A, CD79B, CDC73, CDH1, CDK12, CDK4, CDK6, CDK8, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CDKN2B-AS1, CDKN2C, CEBPA, CENPA, CHEK1, CHEK2, CIC, CREBBP, CRKL, CRLF2, CSDE1, CSF1R, CSF3R, CTCF, CTLA4, CTNNB1, CUL3, CXCR4, CYLD, CYSLTR2, DAXX, DCUN1D1, DDR2, DICER1, DIS3, DNMT1, DNMT3A, DNMT3B, DOT1L, DROSHA, DUSP4, E2F3, EED, EGFL7, EGFR, EIF1AX, EIF4A2, EIF4E, ELF3, EP300, EPAS1, EPCAM, EPHA3, EPHA5, EPHA7, EPHB1, ERBB2, ERBB3, ERBB4, ERCC2, ERCC3, ERCC4, ERCC5, ERF, ERG, ERRFI1, ESR1, ETV1, ETV6, EZH1, EZH2, FAM175A, FAM46C, FAM58A, FANCA, FANCC, FAT1, FBXW7, FGF19, FGF3, FGF4, FGFR1, FGFR2, FGFR3, FGFR4, FH, FLCN, FLT1, FLT3, FLT4, FOXA1, FOXL2, FOXO1, FOXP1, FUBP1, FYN, GATA1, GATA2, GATA3, GLI1, GNA11, GNAQ, GNAS, GPS2, GREM1, GRIN2A, GSK3B, H3F3B, H3F3C, HGF, HIST1H1C, HIST1H2BD, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3I, HIST1H3J, HIST3H3, HLA-A, HLA-B, HNF1A, HOXB13, HRAS, ICOSLG, ID3, IDH1, IDH2, IFNGR1, IGF1, IGF1R, IGF2, IKBKE, IKZF1, IL10, IL7R, INHA, INHBA, INPP4A, INPP4B, INPPL1, INSR, IRF4, IRS1, IRS2, JAK1, JAK2, JAK3, JUN, KDM5A, KDM5C, KDM6A, KDR, KEAP1, KIT, KLF4, KMT2A, KMT2B, KMT2C, KMT2D, KNSTRN, KRAS, LATS1, LATS2, LMO1, LYN, MALT1, MAP2K1, MAP2K2, MAP2K4, MAP3K1, MAP3K13, MAPK1, MAPK3, MAPKAP1, MAX, MCL1, MDC1, MDM2, MDM4, MED12, MEF2B, MEN1, MET, MGA, MITF, MLH1, MPL, MRE11A, MSH2, MSH3, MSH6, MSI1, MSI2, MST1R, MTOR, MUTYH, MYC, MYCL, MYCN, MYD88, MYOD1, NBN, NCOA3, NCOR1, NDUFB11, NEGR1, NF1, NF2, NFE2L2, NFKBIA, NKX2-1, NKX3-1, NOTCH1, NOTCH2, NOTCH3, NOTCH4, NPM1, NRAS, NSD1, NTHL1, NTRK1, NTRK2, NTRK3, NUF2, NUP93, PAK1, PAK7, PALB2, PARK2, PARP1, PAX5, PBRM1, PDCD1, PDCD1LG2, PDGFRA, PDGFRB, PDPK1, PGR, PHOX2B, PIK3C2G, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIM1, PLCG2, PLK2, PMAIP1, PMS1, PMS2, PNRC1, POLD1, POLE, PPARG, PPM1D, PPP2R1A, PPP4R2, PPP6C, PRDM1, PRDM14, PREX2, PRKAR1A, PRKCI, PRKD1, PTCH1, PTEN, PTP4A1, PTPN11, PTPRD, PTPRS, PTPRT, RAB35, RAC1, RAC2, RAD21, RAD50, RAD51, RAD51B, RAD51C, RAD51D, RAD54L, RAF1, RARA, RASA1, RB1, RBM10, RECQL, RECQL4, REL, RET, RFWD2, RHOA, RICTOR, RIT1, RNF43, ROS1, RPS6KA4, RPS6KB2, RPTOR, RRAGC, RRAS, RRAS2, RTEL1, RUNX1, RXRA, RYBP, SDHA, SDHAF2, SDHB, SDHC, SESN1, SESN2, SESN3, SETD2, SF3B1, SH2B3, SH2D1A, SHOC2, SHQ1, SLX4, SMAD2, SMAD3, SMAD4, SMARCA4, SMARCB1, SMARCD1, SMO, SMYD3, SOCS1, SOS1, SOX17, SOX2, SOX9, SPEN, SPOP, SPRED1, SRC, SRSF2, STAG2, STAT3, STAT5A, STAT5B, STK11, STK19, STK40, SUFU, SUZ12, SYK, TAP1, TAP2, TBX3, TCEB1, TCF3, TCF7L2, TEK, TERT, TET1, TET2, TGFBR1, TGFBR2, TMEM127, TMPRSS2, TNFAIP3, TNFRSF14, TOP1, TP53, TP53BP1, TP63, TRAF2, TRAF7, TSC1, TSC2, TSHR, U2AF1, UPF1, VEGFA, VHL, VTCN1, WHSC1, WHSC1L1, WT1, WWTR1, XIAP, XPO1, XRCC2, YAP1, YES1, ZFHX3, ZRSR2
LUAD	MSK	MSK_IMPACT410	700	390	ABL1, ACVR1, AKT1, AKT2, AKT3, ALK, ALOX12B, AMER1, ANKRD11, APC, AR, ARAF, ARID1A, ARID1B, ARID2, ARID5B, ASXL1, ASXL2, ATM, ATR, ATRX, AURKA, AURKB, AXIN1, AXIN2, AXL, B2M, BAP1, BARD1, BBC3, BCL10, BCL2, BCL2L1, BCL2L11, BCL6, BCOR, BIRC3, BLM, BMPR1A, BRAF, BRCA1, BRCA2, BRD4, BRIP1, BTK, CARD11, CASP8, CBFB, CBL, CCND1, CCND3, CCNE1, CD276, CD79A, CD79B, CDC73, CDH1, CDK12, CDK4, CDK6, CDK8, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CDKN2C, CEBPA, CENPA, CHEK1, CHEK2, CIC, CREBBP, CRKL, CRLF2, CSF1R, CSF3R, CTCF, CTLA4, CTNNB1, CUL3, CXCR4, DAXX, DCUN1D1, DDR2, DICER1, DIS3, DNAJB1, DNMT1, DNMT3A, DNMT3B, DOT1L, E2F3, EED, EGFR, EIF1AX, EIF4A2, EIF4E, EP300, EPHA3, EPHA5, EPHA7, EPHB1, ERBB2, ERBB3, ERBB4, ERCC2, ERCC3, ERCC4, ERCC5, ERG, ERRFI1, ESR1, ETV1, ETV6, EZH2, FAM175A, FAM46C, FANCA, FANCC, FAT1, FBXW7, FGF19, FGF3, FGF4, FGFR1, FGFR2, FGFR3, FGFR4, FH, FLCN, FLT1, FLT3, FLT4, FOXA1, FOXL2, FOXO1, FOXP1, FUBP1, FYN, GATA1, GATA2, GATA3, GLI1, GNA11, GNAQ, GNAS, GPS2, GREM1, GRIN2A, GSK3B, H3F3C, HGF, HIST1H1C, HIST1H2BD, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST3H3, HLA-A, HNF1A, HOXB13, HRAS, ICOSLG, IDH1, IDH2, IFNGR1, IGF1, IGF1R, IGF2, IKBKE, IKZF1, IL10, IL7R, INHA, INHBA, INPP4A, INPP4B, INSR, IRF4, IRS1, IRS2, JAK1, JAK2, JAK3, JUN, KDM5A, KDM5C, KDM6A, KDR, KEAP1, KIT, KLF4, KMT2A, KMT2C, KMT2D, KRAS, LATS1, LATS2, LMO1, MALT1, MAP2K1, MAP2K2, MAP2K4, MAP3K1, MAP3K13, MAPK3, MAX, MCL1, MDC1, MDM2, MDM4, MED12, MEF2B, MEN1, MET, MGA, MITF, MLH1, MPL, MRE11A, MSH2, MSH6, MST1, MST1R, MTOR, MUTYH, MYC, MYCL, MYCN, MYD88, MYOD1, NBN, NCOA3, NCOR1, NEGR1, NF1, NF2, NFE2L2, NFKBIA, NKX2-1, NKX3-1, NOTCH1, NOTCH2, NOTCH3, NOTCH4, NPM1, NRAS, NSD1, NTRK1, NTRK2, NTRK3, NUP93, PAK1, PAK7, PALB2, PARK2, PARP1, PAX5, PBRM1, PDCD1, PDGFRA, PDGFRB, PDPK1, PGR, PHOX2B, PIK3C2G, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIM1, PLCG2, PLK2, PMS1, PMS2, PNRC1, POLD1, POLE, PPM1D, PPP2R1A, PRDM1, PTCH1, PTEN, PTPN11, PTPRD, PTPRS, PTPRT, RAC1, RAD21, RAD50, RAD51B, RAD51C, RAD51D, RAD52, RAD54L, RAF1, RARA, RASA1, RB1, RBM10, RECQL4, REL, RET, RFWD2, RHEB, RHOA, RICTOR, RIT1, RNF43, ROS1, RPS6KA4, RPS6KB2, RPTOR, RUNX1, RYBP, SDHA, SDHAF2, SDHB, SDHD, SETD2, SF3B1, SH2B3, SH2D1A, SHQ1, SMAD2, SMAD3, SMAD4, SMARCA4, SMARCB1, SMARCD1, SMO, SOCS1, SOX17, SOX2, SOX9, SPEN, SPOP, SRC, SRSF2, STAG2, STAT3, STAT5A, STAT5B, STK11, STK40, SUFU, SUZ12, SYK, TBX3, TCEB1, TCF3, TCF7L2, TERT, TET1, TET2, TGFBR1, TGFBR2, TMEM127, TMPRSS2, TNFAIP3, TNFRSF14, TOP1, TP53, TP63, TRAF2, TRAF7, TSC1, TSC2, TSHR, U2AF1, VHL, VTCN1, WT1, XIAP, XPO1, XRCC2, YAP1, YES1, ZFHX3, ZRSR2
LUAD	DFCI	DFCI_ONCOPANEL_2	586	305	ABL1, AKT1, AKT2, AKT3, ALK, ALOX12B, APC, AR, ARAF, ARID1A, ARID1B, ARID2, ASXL1, ATM, ATRX, AURKA, AURKB, AXL, B2M, BAP1, BCL2, BCL2L1, BCL2L12, BCL6, BCOR, BCORL1, BLM, BMPR1A, BRAF, BRCA1, BRCA2, BRD4, BRIP1, BUB1B, CADM2, CARD11, CBL, CBLB, CCND1, CCND2, CCND3, CCNE1, CD274, CD58, CD79B, CDC73, CDH1, CDK1, CDK2, CDK4, CDK5, CDK6, CDK9, CDKN1A, CDKN1B, CDKN1C, CDKN2A, CDKN2B, CDKN2B-AS1, CDKN2C, CEBPA, CHEK2, CIITA, CREBBP, CRKL, CRLF2, CRTC1, CRTC2, CSF1R, CSF3R, CTNNB1, CUX1, CXorf40B, CYLD, DDB2, DDR2, DEPDC5, DICER1, DIS3, DMD, DNMT3A, EED, EGFR, EP300, EPHA3, EPHA5, EPHA7, ERBB2, ERBB3, ERBB4, ERCC2, ERCC3, ERCC4, ERCC5, ERG, ESR1, ETV1, ETV4, ETV5, ETV6, EWSR1, EXT1, EXT2, EZH2, FAM20A, FAM46C, FANCA, FANCC, FANCD2, FANCE, FANCF, FANCG, FAS, FBXW7, FGFR1, FGFR2, FGFR3, FGFR4, FH, FKBP9, FLCN, FLT1, FLT3, FLT4, FUS, GATA3, GATA4, GATA6, GLI1, GLI2, GLI3, GNA11, GNAQ, GNAS, GNB2L1, GPC3, GSTM5, H3F3A, HNF1A, HRAS, ID3, IDH1, IDH2, IGF1R, IKZF1, IKZF3, INSIG1, JAK2, JAK3, KCNIP1, KDM5C, KDM6A, KDM6B, KDR, KEAP1, KIT, KMT2A, KMT2D, KRAS, LMO1, LMO2, LMO3, MAP2K1, MAP2K4, MAP3K1, MAPK1, MCL1, MDM2, MDM4, MECOM, MEF2B, MEN1, MET, MITF, MLH1, MPL, MSH2, MSH6, MTOR, MUTYH, MYB, MYBL1, MYC, MYCL, MYCN, MYD88, NBN, NEGR1, NF1, NF2, NFE2L2, NFKBIA, NFKBIZ, NKX2-1, NOTCH1, NOTCH2, NPM1, NPRL2, NPRL3, NRAS, NTRK1, NTRK2, NTRK3, PALB2, PARK2, PAX5, PBRM1, PDCD1LG2, PDGFRA, PDGFRB, PHF6, PHOX2B, PIK3C2B, PIK3CA, PIK3R1, PMS1, PMS2, PNRC1, PPARG, PRAME, PRDM1, PRF1, PRKAR1A, PRKCI, PRKCZ, PRKDC, PRPF40B, PRPF8, PSMD13, PTCH1, PTEN, PTK2, PTPN11, PTPRD, QKI, RAD21, RAF1, RARA, RB1, RBL2, RECQL4, REL, RET, RFWD2, RHEB, RHPN2, ROS1, RP4-806M20.3, RPL26, RUNX1, SBDS, SDHA, SDHAF2, SDHB, SDHC, SDHD, SETBP1, SETD2, SF1, SF3B1, SH2B2, SH2B3, SLITRK6, SMAD2, SMAD4, SMARCA4, SMARCB1, SMC1A, SMC3, SMO, SOCS1, SOX2, SOX9, SQSTM1, SRC, SRSF2, STAG1, STAG2, STAT3, STAT6, STK11, SUFU, SUZ12, SYK, TCF3, TCF7L1, TCF7L2, TERT, TET2, TLR4, TNFAIP3, TOE1, TP53, TSC1, TSC2, U2AF1, VHL, WRN, WT1, XPA, XPC, XPO1, ZNF217, ZNF708, ZRSR2
LUAD	DFCI	DFCI_ONCOPANEL_3	354	449	ABCB11, ABL1, AC090616.2, ACVR1, AKT1, AKT2, AKT3, ALK, ALOX12B, APC, AR, ARAF, ARHGAP35, ARHGEF12, ARID1A, ARID1B, ARID2, ASXL1, ATM, ATR, ATRX, AURKA, AURKB, AXIN2, AXL, B2M, BABAM1, BAP1, BARD1, BCL11B, BCL2L12, BCL6, BCOR, BCORL1, BLM, BMPR1A, BRAF, BRCA1, BRCA2, BRCC3, BRD3, BRD4, BRE, BRIP1, BUB1B, C17orf70, C19orf40, C1orf86, CADM2, CALR, CARD11, CASP8, CBFA2T3, CBFB, CBL, CBLB, CCND1, CCND2, CCND3, CCNE1, CD274, CD79B, CDC73, CDH1, CDH4, CDK12, CDK4, CDK6, CDK8, CDKN1B, CDKN1C, CDKN2A, CDKN2B, CDKN2C, CEBPA, CHEK1, CHEK2, CIC, CIITA, COL7A1, CREBBP, CRKL, CRLF2, CRTC1, CSF3R, CTCF, CTLA4, CTNNA1, CTNNB1, CUX1, CXCR4, CYLD, DAXX, DCLRE1C, DDB1, DDB2, DDR2, DICER1, DIS3, DIS3L2, DKC1, DMC1, DMD, DNMT3A, DOCK8, EGFR, EGLN1, ELANE, EME1, ENG, EP300, EPCAM, EPHA3, EPHA5, ERBB2, ERBB3, ERBB4, ERCC1, ERCC2, ERCC3, ERCC4, ERCC5, ERCC6, ERCC6-PGBD3, ERG, ESR1, ETV1, ETV4, ETV5, ETV6, EWSR1, EXO1, EXT1, EXT2, EZH2, FAH, FAM175A, FAM46C, FAN1, FANCA, FANCB, FANCC, FANCD2, FANCE, FANCF, FANCG, FANCI, FANCL, FANCM, FAS, FAT1, FBXW7, FGFR1, FGFR2, FGFR3, FGFR4, FH, FIP1L1, FLCN, FLT1, FLT3, FLT4, FOXA1, FOXL2, FUS, GALNT12, GATA2, GATA3, GATA4, GATA6, GBA, GEN1, GLI1, GLI2, GLI3, GNA11, GNAQ, GNAS, GREM1, H19, H3F3A, HABP2, HELQ, HFE, HIST1H3B, HIST1H3C, HMBS, HNF1A, HOXB13, HRAS, ID3, ID4, IDH1, IDH2, IGF1R, IGF2, IKZF1, IL7R, ITK, JAK1, JAK2, JAK3, JAZF1, KAT6A, KAT6B, KCNQ1, KDM5A, KDM5C, KDM6A, KDR, KEAP1, KIF1B, KIT, KLF4, KLLN, KMT2A, KMT2D, KRAS, LIG4, LMO1, LMO2, MAF, MAFB, MAP2K1, MAP2K2, MAP2K4, MAP3K1, MAPK1, MAX, MBD4, MCL1, MCM8, MDM2, MDM4, MECOM, MED12, MEF2B, MEN1, MET, MGA, MITF, MLH1, MLH3, MPL, MRE11A, MSH2, MSH6, MTA1, MTAP, MTOR, MUS81, MUTYH, MYB, MYBL1, MYC, MYCL, MYCN, MYD88, NBN, NEIL1, NEIL2, NEIL3, NF1, NF2, NFE2L2, NFKBIA, NFKBIE, NFKBIZ, NKX2-1, NKX3-1, NOTCH1, NOTCH2, NOTCH3, NPM1, NR0B1, NRAS, NRG1, NSD1, NT5C2, NTRK1, NTRK2, NTRK3, NUTM1, OGG1, PALB2, PARK2, PAX5, PAXIP1, PAXIP1-AS2, PBRM1, PDCD1LG2, PDGFB, PDGFRA, PDGFRB, PHF6, PHOX2B, PIK3C2B, PIK3CA, PIK3R1, PIM1, PML, PMS1, PMS2, PNKP, POLB, POLD1, POLE, POLH, POLQ, POT1, PPARG, PPM1D, PPP2R1A, PRDM1, PRF1, PRKAR1A, PRKCI, PRKDC, PRSS1, PTCH1, PTEN, PTK2B, PTPN11, PTPN14, PTPRD, PVRL4, QKI, RAC1, RAD21, RAD50, RAD51, RAD51C, RAD51D, RAD52, RAD54B, RAF1, RARA, RASA1, RB1, RBBP8, RBM10, RECQL4, REL, RELA, RET, RHBDF2, RHEB, RHOA, RHOH, RHOT1, RICTOR, RIF1, RINT1, RIT1, RNF43, RNF8, ROS1, RPA1, RPTOR, RSPO2, RSPO3, RUNX1, RUNX1T1, SBDS, SDHA, SDHAF2, SDHB, SDHC, SDHD, SERPINA1, SETBP1, SETD2, SF3B1, SH2B3, SH2D1A, SLC25A13, SLC34A2, SLX1A, SLX4, SMAD2, SMAD4, SMARCA4, SMARCB1, SMARCE1, SMC3, SMO, SOCS1, SOS1, SOX2, SOX9, SPOP, SRSF2, SS18, STAG2, STAT3, STAT6, STK11, SUFU, SUZ12, TAL1, TAL2, TAZ, TCEB1, TCF3, TCF7L2, TDG, TERT, TET1, TET2, TFE3, TLX3, TMEM127, TMPRSS2, TNFAIP3, TOPBP1, TP53, TP53BP1, TRAF3, TRAF7, TRIM37, TSC1, TSC2, TSHR, U2AF1, UBE2T, UIMC1, UROD, USP28, USP8, VEGFA, VHL, WAS, WHSC1, WHSC1L1, WRN, WT1, XPC, XPO1, XRCC1, XRCC3, XRCC4, XRCC5, XRCC6, YAP1, YWHAE, ZNF217, ZNF708, ZNRF3, ZRSR2
LUAD	DFCI	DFCI_ONCOPANEL_1	217	243	ABL1, AKT1, AKT2, AKT3, ALK, ALOX12B, APC, AR, ARAF, ARID1A, ARID1B, ARID2, ASXL1, ATM, ATRX, AURKA, AURKB, AXL, B2M, BAP1, BCL2, BCL2L12, BCL6, BCOR, BCORL1, BLM, BMPR1A, BRAF, BRCA1, BRCA2, BRD4, BRIP1, BUB1B, CARD11, CBL, CBLB, CCND2, CCND3, CCNE1, CD274, CDC73, CDH1, CDK1, CDK5, CDK6, CDK9, CDKN1B, CDKN2A, CDKN2C, CEBPA, CHEK2, CIITA, CREBBP, CRTC1, CRTC2, CTNNB1, CUX1, CYLD, DDB2, DDR2, DICER1, DIS3, DMD, DNMT3A, EGFR, EP300, EPHA3, EPHA5, EPHA7, ERBB2, ERBB3, ERBB4, ERCC2, ERCC3, ERCC4, ERCC5, ESR1, ETV1, ETV4, ETV5, ETV6, EWSR1, EXT1, EXT2, EZH2, FANCA, FANCC, FANCD2, FANCE, FANCF, FANCG, FAS, FBXW7, FGFR1, FGFR2, FGFR3, FGFR4, FH, FKBP9, FLCN, FLT1, FLT3, FLT4, FUS, GATA3, GATA4, GATA6, GLI1, GLI2, GLI3, GNAS, GPC3, GSTM5, H3F3A, HNF1A, HRAS, ID3, IDH1, IDH2, IGF1R, IKZF1, IKZF3, INSRR, JAK2, JAK3, KDM6A, KDM6B, KDR, KIT, KMT2A, KMT2D, KRAS, LMO1, LMO2, LMO3, MAP2K1, MAP3K1, MAPK1, MCL1, MDM2, MDM4, MECOM, MEN1, MET, MITF, MSH2, MSH6, MTOR, MUTYH, MYB, MYBL1, MYCL, MYCN, NBN, NF1, NF2, NFE2L2, NFKBIA, NFKBIZ, NKX2-1, NOTCH1, NOTCH2, NRAS, NTRK1, NTRK2, NTRK3, PALB2, PARK2, PDGFRA, PDGFRB, PHF6, PHOX2B, PIK3C2B, PIK3CA, PIK3R1, PMS1, PMS2, PNRC1, PRAME, PRF1, PRKAR1A, PRKCI, PRKCZ, PRKDC, PRPF8, PSMD13, PTCH1, PTEN, PTK2, PTPN11, RAD21, RARA, RB1, RBL2, REL, RET, RFWD2, RHPN2, ROS1, RP4-806M20.3, RUNX1, SBDS, SDHAF2, SDHC, SDHD, SETBP1, SETD2, SF1, SF3B1, SMAD2, SMAD4, SMARCA4, SMC1A, SMC3, SMO, SOCS1, SOX2, SOX9, SRC, SRSF2, STAG1, STAG2, STAT3, STAT6, STK11, SUFU, SUZ12, SYK, TCF3, TERT, TET2, TNFAIP3, TP53, TSC1, TSC2, U2AF1, WRN, WT1, XPC, XPO1, ZNF217, ZNF708, ZRSR2
