cancer	hugo_symbol	gene_cls	g12v_ach_000022	g12d_ach_000042	g12d_ach_000060	g12v_ach_000108	g12r_ach_000118	g12v_ach_000138	g12d_ach_000222	g12d_ach_000235	g12v_ach_000243	g12d_ach_000265	g12v_ach_000266	g12r_ach_000281	g12d_ach_000307	g12r_ach_000320	g12v_ach_000332	g12d_ach_000468	g12r_ach_000502	g12d_ach_000517	g12d_ach_000652	g12v_ach_001353
PAAD	SMCHD1	2	-0.04369862775	-0.116558934134	0.0259216195005	-0.179692035891	-0.554445378541	-0.152511066785	-0.189971638946	-0.0455078909648	-0.218124933722	0.154046334344	-0.0894526991822	-0.244780758469	-0.00739393646573	-0.189256120696	-0.125044452033	-0.218484968053	-0.239718206338	-0.163477019787	0.074264157008	-0.0641085253092
PAAD	TBL1X	2	0.0838070284119	-0.0494360954886	0.131380535455	0.151054242728	NA	0.0722938697755	0.254856902326	0.121952233637	0.179402821539	0.149106381205	0.153395907466	-0.247027623953	0.159333808331	-0.247357316798	0.156265922727	0.0718219424504	0.0124209035863	0.163766963504	0.12836795818	0.0795396145705
PAAD	TMED6	2	0.0722059953945	-0.121849935143	-0.0301448940531	0.0445333217998	-0.130749269435	0.0149286085404	-0.227162481039	-0.104090960444	-0.0526283529914	-0.0255927485905	0.0264532912126	-0.373017352664	9.29905130577e-4	-0.297552263801	-0.0172230666995	-0.0933210154692	-0.105161416323	-0.071511002478	-0.0808205724795	-0.0873606640976
PAAD	TPPP3	2	0.0431854097716	-0.0131433209518	-0.0369391373132	-0.146944223411	-0.129566676756	-0.0850011964492	-0.0544750530618	-0.140173008396	-0.140201419262	-0.0129805853796	-0.0356896593833	-0.431053593964	-0.012903570458	-0.199346265397	-0.0593881868196	-0.118427071454	-0.278057822841	-0.0796232455726	-0.0131478954973	-0.0923594256461
PAAD	TUBA1C	2	-0.66708957124	-0.861171039501	-0.98085232741	-0.578581035307	-1.05117732621	-0.57170956017	-0.403292186654	-0.620493549436	-0.840086839369	-0.905253228576	-0.827668414516	-1.38379948425	-0.582834296848	-0.999968358483	-0.557927973627	-0.78496531524	-0.828491486546	-0.999170121338	-0.589170537119	-0.531081816051
PAAD	UBL4A	2	0.196745891602	0.0624272364677	0.214748134557	0.00253629635238	NA	0.194610602222	0.0980875096406	0.140191704168	0.155123838678	0.138018720796	0.0996890680412	-0.222151308973	0.0848065592573	-0.0294042761403	0.115460449902	0.265860861681	0.0148474128636	0.192309356463	0.0677802274356	0.154331116036
PAAD	ZSCAN31	2	0.0404374959247	0.0763112226357	-0.0916119027671	-0.0885300974525	-0.142392076993	-0.114184968753	-0.00336494051218	0.0250161141734	-0.0415931444893	0.053531911204	-0.0402268365781	-0.301021270424	-0.0767788167022	-0.190913764655	-0.0300321292395	0.0376031661927	-0.0780387387529	-0.0438626262689	0.0988513198667	-0.0416503050116
PAAD	CCT8	3	-0.840910224687	-0.897868955827	-1.22856980172	-0.830820920965	-0.755180127817	-0.807470083485	-0.937843339402	-0.920786173178	-0.84539877305	-0.96718272421	-0.870238434353	-0.811491132868	-0.772010451385	-0.809152897554	-0.862768698845	-0.956425889765	-0.805856497249	-1.07660300032	-0.916285930027	-0.826705180559
PAAD	FKBP1A	3	-0.0755220674881	-0.066949952815	-0.200689646767	0.0190799087188	0.0635070218469	0.112460989075	-0.520904557713	-0.0791877019866	0.0179127807105	-0.0222950586942	0.0147068967381	0.126136013821	-0.0679050604252	0.114655566346	-0.0014025283798	-0.113136625709	0.0812515830711	-0.0762871675911	-0.0759352122426	-0.0502236120821
PAAD	GAD2	3	0.21137432644	0.271520984916	0.244739441305	0.368075679101	0.322541458063	0.295393149201	0.159746985591	0.171491891891	0.231246751043	0.161589182946	0.227116483061	0.303904589853	0.0951203448672	0.323018913279	0.254150929147	0.202365926483	0.295100529796	0.261061809878	0.258714764329	0.275581766249
PAAD	HSPE1	3	-2.37234230866	-2.15200842838	-2.07844373215	-1.79668570789	-1.9124362736	-2.0890344292	-2.18274307678	-2.08970492126	-1.84015929659	-2.19330739895	-1.987742546	-1.79352036269	-2.36494475306	-1.93845270946	-2.1027566773	-2.33792024687	-1.81572620304	-2.14785384634	-2.08208832831	-2.11478886496
PAAD	KLHL22	3	0.0359658959957	-0.444066970527	-0.219124101482	-0.047360800253	-0.093818104675	0.0633161998798	-0.357006469907	-0.061923266031	-0.196307555121	-0.308302602321	-0.0899608553765	0.0528420990968	-0.154479254043	-0.113935561419	-0.136030487263	-0.115043373877	-0.114272468868	-0.321743911909	-0.145058624021	0.00802109037606
PAAD	RPL4	3	-1.85961471146	-1.81831899308	-1.94859157955	-1.57272402899	-1.74422982178	-1.90407754149	-2.03231281129	-1.96764705036	-1.86706096509	-1.77032909899	-1.78940255129	-1.37263471165	-1.78499396593	-1.49161939906	-1.8358517969100001	-2.27396672523	-1.67887762379	-1.94204814278	-1.87121995251	-1.59255604967
PAAD	AKR7L	4	-0.118299917079	-0.164089431218	-0.230646392406	-0.272276617087	-0.0297203606371	-0.0650756793725	-0.161464871666	-0.206742545211	-0.130425273346	-0.228289745091	-0.0834449907848	-0.0871365281993	-0.0954718487004	-0.167734228209	-0.0775230275999	-0.236349812186	-0.00611146771878	-0.234702631478	-0.254942641741	-0.123722772968
PAAD	AP1B1	4	0.0512788818388	-0.0502748714474	-0.0841548479663	0.163024646253	-0.199355810011	0.073309561462	-0.0875719413898	-0.0275016674686	-0.0273899263342	-0.0197406425338	0.136890626804	-0.0257744717706	-0.172516293104	-0.0413121219995	0.16068989082	-0.0938701211288	-0.152776165363	-0.0882150356632	0.0221581366497	0.00417439330097
PAAD	CWF19L2	4	-0.758795491829	-0.887213240998	-0.697748433233	-0.891744781788	-1.08524453448	-0.691325292399	-0.699240362116	-0.585490638599	-0.691957723561	-0.822548887702	-0.63513723336	-0.972258383474	-0.749441372464	-0.877953705528	-0.659872443312	-0.564730204598	-1.02098826072	-0.889266014543	-0.916019460265	-0.684820977368
PAAD	GNA13	4	0.505065146613	0.044388330362	0.0399698710687	0.143186708513	-0.123397311657	0.0967506531045	-0.418453086991	-0.292256803211	0.293742870962	-0.168790454538	0.128316247892	0.0655200076305	-0.153846064121	-0.16929567432	0.0480920162685	-0.0814139308127	-0.0149525525993	-0.290878845875	-0.143394466713	-0.0010205622707
PAAD	JUN	4	0.168329473483	-0.172172057117	-0.407379176891	-0.0536729881268	-0.162283577417	0.0822234978752	0.0280150533423	-0.245778551157	0.0605285005071	-0.590228877647	-0.18679290816	-0.338294780546	-0.214986843187	-0.379392931523	0.304841310689	-0.239314047525	-0.246961390922	-0.455563507432	-0.385905297666	-0.0825138454929
PAAD	LUC7L2	4	-0.0943888676296	-0.379773120088	-0.662568297524	-0.205932197238	-0.676939284765	-0.330638695295	-0.29344878129	-0.47017520861	-0.521575686841	-0.336309491482	-0.429678942061	-0.59230843357	-0.352867985328	-0.845601253627	-0.38891710426	-0.610403649892	-0.59095600957	-0.639958116594	-0.604450003124	0.281805516653
PAAD	MAPK8	4	0.404005006219	0.179942014135	0.233988814563	0.321196368937	0.256986472665	0.435019971909	0.370231334727	0.276221843008	0.306795581383	0.228118706977	0.340964280886	0.313289822091	0.242628282731	0.418986254827	0.501438645336	0.233238082614	0.33755020531	0.217989578443	0.278775368818	0.432308365443
PAAD	MRPL24	4	-0.645824689267	-0.294362249201	-0.401046313527	-0.233643956971	-0.739720627747	-0.368568441431	-0.468329255279	-0.401502430458	-0.423274248605	-0.511914735544	-0.322960778295	-0.635279904284	-0.370705858686	-0.696893800432	-0.314078794583	-0.642770865906	-0.473438473741	-0.39494672752	-0.590452997399	-0.220095965682
PAAD	MRPS25	4	-0.547678058687	-0.476931619507	-0.567033717754	-0.455406028687	-0.732189689664	-0.576635444341	-0.861615486359	-0.506064491247	-0.395925430449	-0.871755547524	-0.358180066313	-0.609118399517	-0.609056116486	-0.858901924034	-0.16713161644	-0.788472837952	-0.558961776057	-0.442734387236	-0.597188777394	-0.130167250137
PAAD	PFKFB3	4	0.268326590282	-0.0524075265994	0.103629873701	0.258497676415	0.161782478109	0.311735367411	-0.033910032238	0.108055636202	0.360113987194	0.0858751366262	0.192386168332	0.0295781020931	0.120710259442	0.265125679501	0.28695573913	0.177323251009	0.0630244252809	-0.00925241461268	0.00336761932806	0.246793995811
PAAD	RBBP9	4	-0.0304749092402	-0.0514649768408	-0.10030153985	0.0271301147239	-0.0507617667977	0.152352278955	-0.0992735389689	-0.0639174096661	0.0581224191681	-0.012397210618	0.0547265727381	0.0440115393318	-0.03066963346	-0.0759361371979	0.0871526425528	-0.0647951668376	-0.0349977941467	-0.0856471037404	-0.0515671954329	-0.0906566317312
PAAD	RPL7L1	4	-0.503517898126	-0.81713493835	-0.907961700348	-0.69343386929	-0.987739220112	-0.653462550398	-1.08492661092	-0.675262159171	-0.696480888196	-0.862461109553	-0.616109749051	-0.745039555359	-0.866662574812	-0.93514349215	-0.540715554914	-0.798531885696	-0.633437236144	-0.919936546391	-0.987979746051	-0.838191957379
PAAD	SUCLA2	4	-0.071294624947	-0.331860615965	-0.268378299006	-0.217882559586	-0.209932428162	-0.154745194957	-0.278713457917	-0.307978813938	-0.12612077141	-0.240929201219	-0.180654486683	-0.154205410679	-0.251159729606	-0.397608633338	-0.14733211215	-0.276428697019	-0.133239441998	-0.225932146912	-0.331727733064	-0.0654612551553
PAAD	U2AF1	4	-1.25355470539	-1.25608247951	-1.39554437076	-1.03176225293	-1.11036975226	-1.04688309309	-1.05356671053	-1.30577983858	-0.963273754421	-1.17832246867	-1.15746588059	-1.13605249784	-1.31902194479	-1.16159719211	-1.0469600299	-1.36026004614	-1.10652708465	-1.33424205681	-1.40067149921	-1.16211951079
PAAD	ZCCHC24	4	0.236683822152	0.0954341519126	0.155826371082	0.245917362872	0.146987646267	0.264474537192	0.135676561066	0.196786607636	0.269395304283	0.0930735133198	0.209991815752	0.175589608131	0.125586107011	0.357135904518	0.187131322339	0.112919483522	0.262409716739	0.0841351836483	0.164950667791	0.169591712955
PAAD	ARHGEF1	5	0.047638137109	0.0123730446164	-0.0195891062583	-0.0675061631358	-0.0694840900448	-0.184707129763	0.172573775926	0.050987618003	-0.186404993871	-0.0286365299895	-0.0875664275652	0.310690025902	-0.00744526545733	0.232126815952	-0.108306924259	-0.204981075783	0.256768031795	-0.0890834060778	-0.028922305702	-0.0293015394575
PAAD	CALM3	5	-0.0823785139906	0.0638132151539	-0.0277310787662	-0.0235696963392	0.177686218285	-0.1119591332	-0.212565554043	-0.00746972442036	-0.040925279282	-0.136328717177	-0.0332773761793	0.118750757748	-0.0794936759636	0.124987989244	-0.00538875663663	-0.0673906196489	0.00764284018101	-0.0701426337971	-0.124867715517	-0.0861044994529
PAAD	CELA2A	5	0.0832308824508	-0.0272481405896	-0.0533695877988	-0.190330880296	0.209459265824	0.00668978508324	0.119513783346	-0.0925720185038	0.00162797869886	-0.0554030995118	-0.00954380312763	0.266825321161	-0.0655118393304	0.14243561691	-0.203650931609	-0.0549547268284	0.0814018466038	-0.14884201295	0.10602999126	-0.0784397281151
PAAD	DAB2IP	5	0.217066008197	0.440108738017	0.42083247856	0.471173385955	0.464322119481	0.257761729693	0.413309771435	0.409794434839	0.42344998361	0.429389307638	0.435410402586	0.853087133033	0.367492806098	0.576835891163	0.507786074731	0.485029991925	0.571801366464	0.206384240082	0.410488912231	0.371281727647
PAAD	EGLN2	5	-0.529971307455	-0.476429729255	-0.489056443264	-0.426877289368	-0.308267879013	-0.514684086599	-0.555294868859	-0.522067687003	-0.430025848454	-0.55584344385	-0.510758145029	-0.353252476875	-0.476541687506	-0.382561902025	-0.645495318559	-0.510028861852	-0.197462241726	-0.543789796236	-0.426586641887	-0.481930598163
PAAD	INSIG1	5	-0.0186465005427	0.0634561790251	-0.0174786993468	0.216180766423	0.282656640296	0.146619419882	0.0870712743771	0.0257902221993	0.227685404391	0.128687769244	0.160374170854	0.351999673741	-0.0862060631858	0.479446123349	0.148074025631	0.146277631782	0.174810410245	0.022402017848	-0.184788965517	0.168786224529
PAAD	LACTB	5	-0.173812372125	-0.0787356216063	-0.183158466158	-0.108358732321	0.00564874922566	0.0621435134296	-0.135078260429	-0.154172774191	-0.0657265682866	-0.325576334104	-0.173366731356	0.127421904964	-0.21972246885	-0.0508989856303	-0.106625532324	-0.269003308102	-0.0652049897588	-0.128871588702	-0.217421031046	-0.116013026622
PAAD	MVB12A	5	-0.291886016471	-0.0671389154613	-0.163080478196	-0.0954113458576	0.0241021910404	-0.30503310551	-0.184654189344	-0.151202759446	-0.131166549005	-0.0968497920075	-0.0722906148604	0.0235213649158	-0.0929283263408	0.214262963626	-0.132295834837	-0.180377867942	-0.0934242806958	-0.0349053611189	-0.277038719456	-0.0965913828942
PAAD	MYCL	5	0.0177011763314	0.0633550328699	-0.0818190825133	0.0853174727112	0.18971578784	0.130491676845	0.129561237903	0.107089736314	0.0844229731951	0.046755426568	0.152093796732	0.182109795184	-0.0784974926673	0.26728929023	-0.103624612837	0.0595645926959	0.177682483686	0.0587915040778	-0.0523542613436	0.0645476994428
PAAD	MYL9	5	-0.171341090468	-0.282200713673	-0.416337226607	-0.220965962132	-0.152766641025	-0.165266539405	-0.0914940827496	-0.139815819388	-0.189208076864	-0.14874297542	-0.0744122579306	0.014058575205	-0.236664163002	0.133720475786	-0.284086962945	-0.36118431728	-0.0967224515607	-0.252260690488	-0.522448225473	-0.218451785657
PAAD	PDLIM7	5	-0.249259556149	-0.0127395015667	-0.172516606712	0.12026453111	0.171088589172	-0.198987651321	-0.0413924317318	0.0148874014121	-0.0478074786813	0.114982102746	-0.0621158882986	0.0572227076213	0.0306072253403	0.364025317795	-0.144820806145	-0.0695675371771	0.142205682891	-0.159186437248	-0.0300130779508	-0.29497752689
PAAD	PLAGL2	5	-0.157121281613	-0.599111118318	-0.308011539781	-0.432825484111	-0.0239093612597	-0.301387895524	-0.422146376089	-0.294334481601	-0.31880874886	-0.209223511108	-0.236965301678	-0.209814849135	-0.357897402669	0.193891419159	-0.271611942296	-0.36234321463	-0.18525249794	-0.218495226122	-0.409685102947	-0.326002745361
PAAD	SETD7	5	-0.014814738804	0.0600910783764	-0.076001338086	-0.0354183256054	0.0500192051515	0.0459823342699	-0.0111094039351	0.0545606396988	-0.00569417830229	0.0133314057348	-0.00418770923924	0.177831806708	-0.0212701741811	0.282197186975	0.00686788525347	-0.100564152312	-0.0149679443967	-0.0581492977674	-0.0551693848378	-0.00620919193174
PAAD	SLC9A3R1	5	-0.174872793543	-0.18627866484	-0.147053657147	-0.248295792217	-0.0250135897132	-0.221862375785	-0.0806634897105	-0.120133061646	-0.205946416658	-0.167477363217	-0.246517376485	-0.126951474964	-0.278417047075	0.0577717693498	-0.126097721856	-0.261277799945	-0.0587930081481	-0.15405215918	-0.208746181307	-0.119547320822
PAAD	SNAPC2	5	-1.54725405834	-1.25759466559	-1.45829826765	-1.41584862246	-0.906698659163	-1.28835609349	-1.16341951247	-1.39801071336	-1.48136639768	-1.21050096189	-1.38588249587	-1.29578416778	-1.46480957444	-0.952637565651	-1.42003897213	-1.32358368453	-1.14114799956	-1.47233510692	-1.56669448539	-1.12549822758
PAAD	SPATS2L	5	0.12114930372300001	0.041445729171	-0.0447998034876	0.0254376233893	0.140459133005	0.1107003204	-0.125235269567	0.0447758380099	-0.118877874865	0.0280273048446	-0.0744075633384	0.337384223495	0.0813547239086	0.295243463833	0.0114514191756	0.123247689543	0.164241350102	-0.0582070034054	0.0375072382891	-0.0383761849036
PAAD	STIM2	5	-0.063589909821500007	-0.0885061649435	-0.176212350185	0.114542018	0.173115695476	0.017579342997	-0.0250206943311	-1.17493841471e-4	-0.127737608137	-0.0539750090748	-0.0190827640112	0.071915036799	-0.136214869316	0.299518805432	-0.0303529428093	-0.100501683266	-0.0722270477576	-0.116537883403	-0.0302961121839	-0.129208459615
PAAD	SYTL1	5	0.0778890955025	-0.0386025920446	-0.0657874049669	-0.0349568835822	0.111557126818	-0.0996722859734	0.0746571377682	-0.144988309032	0.0610960770554	0.0355670475491	-0.0332882833773	0.158886406773	-0.0634207356062	0.185484138246	-0.0670789238676	0.0691074064082	0.131529092396	-0.0354740272602	-0.140679328821	0.0230107147611
PAAD	VKORC1	5	0.122744166173	0.0811475405648	-0.0266009755156	0.117585372386	0.00526929397828	0.0859220232224	-0.171458585519	0.0509054514146	-0.0262507867627	-0.0323638588176	-0.0405322574453	0.270118622413	-0.029082052520200002	0.168825944277	0.030639510581	-0.098997171126	0.117134503303	-0.106897966697	-0.0425907602274	-0.0155305921148
PAAD	ZBTB1	5	-0.112678162705	0.154010915531	-0.0875357087679	-0.0327766843865	0.132171933233	-0.00264845362019	-0.0870891706945	0.0689182610309	0.10371296763	0.14481663931	-0.0705918578443	0.31430768991	0.0376674607231	0.248384513852	-0.119812127736	0.191189516045	0.0451267945313	0.0866233743742	0.072740979335	-0.159734148692
PAAD	ZNF701	5	-0.260144888946	-0.115278373794	-0.198572474093	-0.254752827506	-0.107629120163	-0.21983649552	-0.107034071527	-0.169414852501	-0.208785166289	-0.180029774214	-0.270185331783	-0.0337175988021	-0.181799131603	-0.0779063527023	-0.225800567423	-0.267240889172	-0.134214695263	-0.200192160767	-0.290422731687	-0.247273743901
PAAD	ZZEF1	5	-0.156827464375	-0.169693785388	-0.307111055458	-0.147015521498	0.0315006316187	-0.0927958416264	-0.0454399710939	-0.0767769380107	-0.0776433855312	-0.116931266245	-0.153161721463	0.182211057253	0.0323422232639	0.208252095021	-0.180144708595	0.0517104663579	0.0762527045253	-0.214962303922	-0.252651283183	-0.144118664156
