datasource	term	adj_p_value	odds_ratio	genes
GO_Biological_Process_2018	regulated exocytosis (GO:0045055)	0.03182589912987923	5.8122638767800066	RIMS1;TEX264;HGF;FN1;SDF4;FLNA;VEGFD;F5
KEGG_2019_Human	Focal adhesion	8.302135601394113e-4	5.943696979521263	TNXB;ITGA4;TNN;HGF;FN1;FLNA;CTNNB1;COL6A6;VEGFD;LAMC1;ARHGAP35
KEGG_2019_Human	ECM-receptor interaction	0.017911811462648756	7.867820613690008	TNXB;ITGA4;TNN;FN1;COL6A6;LAMC1
KEGG_2019_Human	Protein digestion and absorption	0.019969354752805656	7.168458781362007	COL3A1;COL24A1;COL14A1;COL11A1;COL5A2;COL6A6
KEGG_2019_Human	Human papillomavirus infection	0.021205855936515954	3.5842293906810037	MAGI1;TCF7L1;NOTCH1;TNXB;ITGA4;TNN;TBPL2;FN1;CTNNB1;COL6A6;LAMC1
KEGG_2019_Human	Pathways in cancer	0.028059476763040346	2.840332724690607	JAG2;TCF7L1;NOTCH1;HGF;FN1;MITF;VEGFD;LAMC1;LRP6;AR;FRAT2;TPR;CTNNB1;RUNX1T1
KEGG_2019_Human	PI3K-Akt signaling pathway	0.025553308693566538	3.34123078792297	MAGI1;NTRK2;TNXB;ITGA4;TNN;HGF;FN1;COL6A6;VEGFD;LAMC1;EPHA2
KEGG_2019_Human	Hepatocellular carcinoma	0.04441595219772048	4.480286738351254	TCF7L1;FRAT2;HGF;CTNNB1;ARID1A;ARID1B;LRP6
Panther_2016	Integrin signalling pathway Homo sapiens P00034	0.0017701370795851694	6.2034739454094305	COL3A1;ITGA4;COL14A1;COL11A1;COL5A2;COL8A2;FN1;FLNA;LAMC1
Panther_2016	Wnt signaling pathway Homo sapiens P00057	0.01603524637717843	3.8678734431809394	PYGO1;MYH1;TCF7L1;SRCAP;CDH10;MYH13;CTNNB1;ARID1A;MAP3K7;LRP6
Panther_2016	Huntington disease Homo sapiens P00029	0.040163197318322574	5.202913631633715	DYNC2H1;DNAH3;HIP1;NCOR1;DNAH7;DNAH5
Reactome_2016	Extracellular matrix organization Homo sapiens R-HSA-1474244	3.648274267069635e-11	8.358980204415062	COL28A1;DDR1;TNXB;COL24A1;ITGA4;COL14A1;NCAN;COL11A1;FN1;LAMC1;NID1;HAPLN1;ADAMTS16;ACAN;VCAN;COL3A1;TNN;COL5A2;COL8A2;COL6A6;DMD;ADAMTS8
Reactome_2016	Collagen biosynthesis and modifying enzymes Homo sapiens R-HSA-1650814	9.211735358392096e-5	13.6542072025943	COL28A1;COL3A1;COL24A1;COL14A1;COL11A1;COL5A2;COL8A2;COL6A6
Reactome_2016	Diseases of glycosylation Homo sapiens R-HSA-3781865	6.639020744884852e-5	10.997067448680353	ADAMTS16;ADAMTS15;ACAN;VCAN;NOTCH1;THSD7B;NCAN;CSPG5;ADAMTS8
Reactome_2016	Developmental Biology Homo sapiens R-HSA-1266738	1.2092569532697727e-4	3.2832635639825987	EPHB6;EPHA5;MED1;NCOA2;EPHA6;NOTCH1;EPHA8;CHD9;NCAN;FN1;LAMC1;ARHGAP35;SCN10A;NFASC;NCOR1;NR5A2;AKAP9;CNTN1;CTNNB1;HOXA1;NRCAM;COL6A6;SCN5A;EPHA2
Reactome_2016	ECM proteoglycans Homo sapiens R-HSA-3000178	2.2888412448693107e-4	13.685239491691105	ACAN;VCAN;TNXB;TNN;NCAN;LAMC1;HAPLN1
Reactome_2016	Collagen formation Homo sapiens R-HSA-1474290	3.2058665210723316e-4	10.120177103099305	COL28A1;COL3A1;COL24A1;COL14A1;COL11A1;COL5A2;COL8A2;COL6A6
Reactome_2016	RORA activates gene expression Homo sapiens R-HSA-1368082	9.850884021224185e-4	19.912385503783355	NCOA2;MED1;NCOR1;CHD9;NRIP1
Reactome_2016	Post-translational protein modification Homo sapiens R-HSA-597592	0.0015085353106939704	3.5085546818566447	DYNC2H1;MDC1;NUP205;THSD7B;NUP188;NUP210;ALG13;MITF;F5;ADAMTS16;DYNC2LI1;ADAMTS15;STAG2;NAGK;TPR;ADAMTS8;SEC22C
Reactome_2016	Assembly of collagen fibrils and other multimeric structures Homo sapiens R-HSA-2022090	0.0018085393052925996	11.947431302270012	COL3A1;COL24A1;COL11A1;COL5A2;COL8A2;COL6A6
Reactome_2016	Transport of Mature mRNA Derived from an Intronless Transcript Homo sapiens R-HSA-159231	0.0034530358350331157	14.530659691950017	NUP205;NUP188;CPSF1;NUP210;TPR
Reactome_2016	Cell Cycle Homo sapiens R-HSA-1640170	0.0031850019558589	3.2296059880694554	MDC1;NUP205;AHCTF1;SUN1;NUP188;NUP210;NUMA1;MRE11A;SMC4;CENPE;NIPBL;STAG2;EXO1;AKAP9;TPR;NCAPD2;ANAPC2
Reactome_2016	Transport of Mature mRNAs Derived from Intronless Transcripts Homo sapiens R-HSA-159234	0.0032886720738245726	14.14827391058291	NUP205;NUP188;CPSF1;NUP210;TPR
Reactome_2016	Axon guidance Homo sapiens R-HSA-422475	0.0031519349069432908	3.340640985489091	EPHB6;EPHA5;EPHA6;EPHA8;NCAN;FN1;LAMC1;ARHGAP35;SCN10A;NFASC;AKAP9;CNTN1;NRCAM;COL6A6;SCN5A;EPHA2
Reactome_2016	Defective CHST3 causes SEDCJD Homo sapiens R-HSA-3595172	0.002945297765577313	46.082949308755765	VCAN;NCAN;CSPG5
Reactome_2016	Defective CHSY1 causes TPBS Homo sapiens R-HSA-3595177	0.002748944581205492	46.082949308755765	VCAN;NCAN;CSPG5
Reactome_2016	Defective CHST14 causes EDS, musculocontractural type Homo sapiens R-HSA-3595174	0.0025771355448801487	46.082949308755765	VCAN;NCAN;CSPG5
Reactome_2016	Neurofascin interactions Homo sapiens R-HSA-447043	0.002425539336357787	46.082949308755765	NFASC;CNTN1;NRCAM
Reactome_2016	L1CAM interactions Homo sapiens R-HSA-373760	0.002710417341651628	7.840501792114696	SCN10A;NFASC;NCAN;CNTN1;NRCAM;LAMC1;SCN5A
Reactome_2016	SUMO E3 ligases SUMOylate target proteins Homo sapiens R-HSA-3108232	0.002567763797354174	7.840501792114696	MDC1;NUP205;STAG2;NUP188;NUP210;TPR;MITF
Reactome_2016	Transcriptional activation of mitochondrial biogenesis Homo sapiens R-HSA-2151201	0.0025480819195514075	13.440860215053764	NCOA2;MED1;NCOR1;CHD9;HCFC1
Reactome_2016	BMAL1:CLOCK,NPAS2 activates circadian gene expression Homo sapiens R-HSA-1368108	0.003090432973746842	12.800819252432156	NCOA2;MED1;NCOR1;CHD9;NRIP1
Reactome_2016	M Phase Homo sapiens R-HSA-68886	0.0030653464833155686	4.413416787032579	CENPE;NUP205;AHCTF1;NIPBL;STAG2;NUP188;NUP210;TPR;NCAPD2;SMC4;ANAPC2
Reactome_2016	SUMOylation Homo sapiens R-HSA-2990846	0.0029438552175826927	7.452358139039712	MDC1;NUP205;STAG2;NUP188;NUP210;TPR;MITF
Reactome_2016	SUMOylation of DNA damage response and repair proteins Homo sapiens R-HSA-3108214	0.0044991691613250175	8.60215053763441	MDC1;NUP205;STAG2;NUP188;NUP210;TPR
Reactome_2016	EPH-ephrin mediated repulsion of cells Homo sapiens R-HSA-3928665	0.004994970039042544	11.200716845878137	EPHB6;EPHA5;EPHA6;EPHA8;EPHA2
Reactome_2016	Mitochondrial biogenesis Homo sapiens R-HSA-1592230	0.005308608255567749	10.972130787798992	NCOA2;MED1;NCOR1;CHD9;HCFC1
Reactome_2016	Diseases associated with glycosaminoglycan metabolism Homo sapiens R-HSA-3560782	0.005227403413269007	16.54259718775848	ACAN;VCAN;NCAN;CSPG5
Reactome_2016	Dermatan sulfate biosynthesis Homo sapiens R-HSA-2022923	0.006754368699049708	29.325513196480937	VCAN;NCAN;CSPG5
Reactome_2016	Interaction between L1 and Ankyrins Homo sapiens R-HSA-445095	0.007565399380346434	14.831294030404154	NFASC;SCN10A;NRCAM;SCN5A
Reactome_2016	Disease Homo sapiens R-HSA-1643685	0.007748926214365982	2.6696329254727478	JAG2;NUP205;NOTCH1;THSD7B;NUP188;NUP210;NCAN;TAF1L;LRP6;ADAMTS16;ADAMTS15;ACAN;VCAN;NCOR1;TPR;CSPG5;CTNNB1;ADAMTS8
Reactome_2016	NEP/NS2 Interacts with the Cellular Export Machinery Homo sapiens R-HSA-168333	0.008107075789155756	14.336917562724015	NUP205;NUP188;NUP210;TPR
Reactome_2016	Regulation of Glucokinase by Glucokinase Regulatory Protein Homo sapiens R-HSA-170822	0.007853729670744639	14.336917562724015	NUP205;NUP188;NUP210;TPR
Reactome_2016	Transport of Ribonucleoproteins into the Host Nucleus Homo sapiens R-HSA-168271	0.007615737862540256	14.336917562724015	NUP205;NUP188;NUP210;TPR
Reactome_2016	tRNA processing in the nucleus Homo sapiens R-HSA-6784531	0.008394387265692674	9.432182607055273	NUP205;NUP188;NUP210;CPSF1;TPR
Reactome_2016	Export of Viral Ribonucleoproteins from Nucleus Homo sapiens R-HSA-168274	0.008184738999476778	13.87443635102324	NUP205;NUP188;NUP210;TPR
Reactome_2016	Nuclear import of Rev protein Homo sapiens R-HSA-180746	0.00902842951487965	13.440860215053764	NUP205;NUP188;NUP210;TPR
Reactome_2016	Vpr-mediated nuclear import of PICs Homo sapiens R-HSA-180910	0.008784417906369388	13.440860215053764	NUP205;NUP188;NUP210;TPR
Reactome_2016	Transport of the SLBP independent Mature mRNA Homo sapiens R-HSA-159227	0.00966268476861804	13.033561420658197	NUP205;NUP188;NUP210;TPR
Reactome_2016	Rev-mediated nuclear export of HIV RNA Homo sapiens R-HSA-165054	0.009414923620704757	13.033561420658197	NUP205;NUP188;NUP210;TPR
Reactome_2016	CS/DS degradation Homo sapiens R-HSA-2024101	0.010217956987100537	23.041474654377883	VCAN;NCAN;CSPG5
Reactome_2016	EPHA-mediated growth cone collapse Homo sapiens R-HSA-3928663	0.010076433379220597	12.65022137887413	EPHA5;EPHA6;EPHA8;EPHA2
Reactome_2016	Transport of the SLBP Dependant Mature mRNA Homo sapiens R-HSA-159230	0.009836518298762963	12.65022137887413	NUP205;NUP188;NUP210;TPR
Reactome_2016	Nuclear Pore Complex (NPC) Disassembly Homo sapiens R-HSA-3301854	0.009607762059256848	12.65022137887413	NUP205;NUP188;NUP210;TPR
Reactome_2016	Diseases associated with O-glycosylation of proteins Homo sapiens R-HSA-3906995	0.00965597086354473	8.671522719389525	ADAMTS16;ADAMTS15;NOTCH1;THSD7B;ADAMTS8
Reactome_2016	Circadian Clock Homo sapiens R-HSA-400253	0.01017876777370906	8.533879501621437	NCOA2;MED1;NCOR1;CHD9;NRIP1
Reactome_2016	Interactions of Rev with host cellular proteins Homo sapiens R-HSA-177243	0.010066806275005396	12.28878648233487	NUP205;NUP188;NUP210;TPR
Reactome_2016	Interactions of Vpr with host cellular proteins Homo sapiens R-HSA-176033	0.00985261890745209	12.28878648233487	NUP205;NUP188;NUP210;TPR
Reactome_2016	Metabolism of carbohydrates Homo sapiens R-HSA-71387	0.010222893009535208	3.8130099900861745	ACAN;NUP205;MGAM;VCAN;NUP188;NUP210;AMY2B;NCAN;TPR;CSPG5
Reactome_2016	Defective B3GALTL causes Peters-plus syndrome (PpS) Homo sapiens R-HSA-5083635	0.011749013375531655	11.624527753560013	ADAMTS16;ADAMTS15;THSD7B;ADAMTS8
Reactome_2016	Cell Cycle, Mitotic Homo sapiens R-HSA-69278	0.012326548079745673	3.02564818693851	NUP205;AHCTF1;NUP188;NUP210;NUMA1;SMC4;CENPE;NIPBL;STAG2;AKAP9;TPR;NCAPD2;ANAPC2
Reactome_2016	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1 Homo sapiens R-HSA-450321	0.01216155396666725	20.161290322580648	TAB3;NOD2;MAP3K7
Reactome_2016	O-glycosylation of TSR domain-containing proteins Homo sapiens R-HSA-5173214	0.012284400041774517	11.318619128466327	ADAMTS16;ADAMTS15;THSD7B;ADAMTS8
Reactome_2016	NS1 Mediated Effects on Host Pathways Homo sapiens R-HSA-168276	0.013333188203189196	11.02839812517232	NUP205;NUP188;NUP210;TPR
Reactome_2016	Degradation of the extracellular matrix Homo sapiens R-HSA-1474228	0.013359493700863643	6.086427267194158	ADAMTS16;ACAN;COL14A1;LAMC1;NID1;ADAMTS8
Reactome_2016	activated TAK1 mediates p38 MAPK activation Homo sapiens R-HSA-450302	0.013600145641031616	18.975332068311197	TAB3;NOD2;MAP3K7
Reactome_2016	Host Interactions with Influenza Factors Homo sapiens R-HSA-168253	0.015313560728017003	10.490427484920012	NUP205;NUP188;NUP210;TPR
Reactome_2016	Glucose transport Homo sapiens R-HSA-70153	0.01650873298953331	10.240655401945725	NUP205;NUP188;NUP210;TPR
Reactome_2016	Viral Messenger RNA Synthesis Homo sapiens R-HSA-168325	0.016224099662127563	10.240655401945725	NUP205;NUP188;NUP210;TPR
Reactome_2016	Transport of Mature Transcript to Cytoplasm Homo sapiens R-HSA-72202	0.016386587779531232	7.265329845975009	NUP205;NUP188;NUP210;CPSF1;TPR
Reactome_2016	Defective B3GALT6 causes EDSP2 and SEMDJL1 Homo sapiens R-HSA-4420332	0.017523701029739814	16.977928692699493	VCAN;NCAN;CSPG5
Reactome_2016	Defective B4GALT7 causes EDS, progeroid type Homo sapiens R-HSA-3560783	0.017236427242367028	16.977928692699493	VCAN;NCAN;CSPG5
Reactome_2016	Defective B3GAT3 causes JDSSDHD Homo sapiens R-HSA-3560801	0.01695842035136111	16.977928692699493	VCAN;NCAN;CSPG5
Reactome_2016	SUMOylation of DNA replication proteins Homo sapiens R-HSA-4615885	0.01785519749296852	9.775171065493646	NUP205;NUP188;NUP210;TPR
Reactome_2016	SUMOylation of RNA binding proteins Homo sapiens R-HSA-4570464	0.019152050458602233	9.55794504181601	NUP205;NUP188;NUP210;TPR
Reactome_2016	Chondroitin sulfate biosynthesis Homo sapiens R-HSA-2022870	0.018900560216505692	16.129032258064516	VCAN;NCAN;CSPG5
Reactome_2016	NGF-independant TRKA activation Homo sapiens R-HSA-187024	0.01957820178040142	43.01075268817205	NTRK2;ADCYAP1R1
Reactome_2016	Hexose transport Homo sapiens R-HSA-189200	0.02337957093823828	8.960573476702509	NUP205;NUP188;NUP210;TPR
Reactome_2016	Metabolism of non-coding RNA Homo sapiens R-HSA-194441	0.02687380102353249	8.60215053763441	NUP205;NUP188;NUP210;TPR
Reactome_2016	snRNP Assembly Homo sapiens R-HSA-191859	0.026484325646379845	8.60215053763441	NUP205;NUP188;NUP210;TPR
Reactome_2016	Activation of TRKA receptors Homo sapiens R-HSA-187015	0.027519771429658658	35.842293906810035	NTRK2;ADCYAP1R1
Reactome_2016	Nuclear Envelope Breakdown Homo sapiens R-HSA-2980766	0.027728017185772096	8.433480919249421	NUP205;NUP188;NUP210;TPR
Reactome_2016	Binding of TCF/LEF:CTNNB1 to target gene promoters Homo sapiens R-HSA-4411364	0.03722845426605138	30.721966205837173	TCF7L1;CTNNB1
Reactome_2016	Highly sodium permeable acetylcholine nicotinic receptors Homo sapiens R-HSA-629587	0.036718475440489035	30.721966205837173	CHRNB4;CHRNA4
Reactome_2016	Signaling by NOTCH1 t(7;9)(NOTCH1:M1580 K2555) Translocation Mutant Homo sapiens R-HSA-2660825	0.03622227982642837	30.721966205837173	JAG2;NOTCH1
Reactome_2016	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580 K2555) Translocation Mutant Homo sapiens R-HSA-2660826	0.035739316095409326	30.721966205837173	JAG2;NOTCH1
Reactome_2016	A tetrasaccharide linker sequence is required for GAG synthesis Homo sapiens R-HSA-1971475	0.035387428387368844	12.406947890818861	VCAN;NCAN;CSPG5
Reactome_2016	Ligand-gated ion channel transport Homo sapiens R-HSA-975298	0.034927851395325095	12.406947890818861	GABRQ;GLRA2;GABRA6
Reactome_2016	TAK1 activates NFkB by phosphorylation and activation of IKKs complex Homo sapiens R-HSA-445989	0.03448005842871836	12.406947890818861	TAB3;NOD2;MAP3K7
Reactome_2016	EPH-Ephrin signaling Homo sapiens R-HSA-2682334	0.0376370686989983	5.659309564233164	EPHB6;EPHA5;EPHA6;EPHA8;EPHA2
Reactome_2016	Digestion of dietary carbohydrate Homo sapiens R-HSA-189085	0.04440119608135902	26.881720430107528	MGAM;AMY2B
Reactome_2016	YAP1- and WWTR1 (TAZ)-stimulated gene expression Homo sapiens R-HSA-2032785	0.045718636206371475	11.123470522803116	NCOA2;MED1;CHD9
Reactome_2016	Activated NOTCH1 Transmits Signal to the Nucleus Homo sapiens R-HSA-2122948	0.04983847017320818	10.752688172043012	JAG2;NOTCH1;CNTN1
WikiPathways_2019_Human	Pathways Affected in Adenoid Cystic Carcinoma WP3651	4.130048740203472e-6	14.888337468982632	MAGI1;SETD2;NCOR1;NOTCH1;SRCAP;ATRX;JMJD1C;ARID1A;BCORL1
WikiPathways_2019_Human	Focal Adhesion WP306	8.30439550110244e-5	6.5167807103290984	BLK;TNXB;ITGA4;TNN;HGF;COL5A2;FN1;FLNA;CTNNB1;VEGFD;LAMC1;ARHGAP35
WikiPathways_2019_Human	miRNA targets in ECM and membrane receptors WP2911	2.4019598054531282e-4	24.437927663734115	COL3A1;TNXB;COL5A2;FN1;LAMC1
WikiPathways_2019_Human	Wnt/beta-catenin Signaling Pathway in Leukemia WP3658	0.010885298872336639	16.54259718775848	PYGO1;CTNNB1;LRP6;RUNX1T1
WikiPathways_2019_Human	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932	0.01242721675853254	3.9036161680684205	COL3A1;TNXB;ITGA4;TNN;HGF;COL11A1;COL5A2;FN1;VEGFD;LAMC1;EPHA2
WikiPathways_2019_Human	Endoderm Differentiation WP2853	0.028019096016108094	5.338213986120644	TCF7L1;NOTCH1;UBR5;CTNNB1;HOXA1;LAMC1;BCORL1
WikiPathways_2019_Human	Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706	0.04747567014938122	4.763849190145638	AR;NTRK2;CHRNB4;ADCYAP1R1;CHRNA4;CTNNB1;SCN5A
