datasource	term	adj_p_value	odds_ratio	genes
BioCarta_2016	Angiotensin II mediated activation of JNK Pathway via Pyk2 dependent signaling Homo sapiens h At1rPathway	0.0028141871203887204	28.011204481792717	MAP2K4;MAPK8;JUN
BioCarta_2016	Toll-Like Receptor Pathway Homo sapiens h tollPathway	0.0028663756601190133	27.2108843537415	MAP2K4;MAPK8;JUN
BioCarta_2016	Keratinocyte Differentiation Homo sapiens h keratinocytePathway	0.009237740370331806	17.969451931716083	MAP2K4;MAPK8;JUN
BioCarta_2016	T Cell Receptor Signaling Pathway Homo sapiens h tcrPathway	0.009693361587753191	17.316017316017316	MAP2K4;MAPK8;JUN
BioCarta_2016	MAPKinase Signaling Pathway Homo sapiens h mapkPathway	0.009651403788159473	17.006802721088434	MAP2K4;MAPK8;JUN
BioCarta_2016	RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage Homo sapiens h rbPathway	0.009290912035678889	48.840048840048844	ATM;TP53
BioCarta_2016	Apoptotic Signaling in Response to DNA Damage Homo sapiens h chemicalPathway	0.010276547857826682	45.35147392290249	ATM;TP53
BioCarta_2016	IL12 and Stat4 Dependent Signaling Pathway in Th1 Development Homo sapiens h IL12Pathway	0.011270015563084462	42.32804232804233	JUN;MAPK8
BioCarta_2016	Telomeres, Telomerase, Cellular Aging, and  Immortality Homo sapiens h telPathway	0.010757742128398804	42.32804232804233	KRAS;TP53
BioCarta_2016	Chromatin Remodeling by hSWI/SNF ATP-dependent Complexes Homo sapiens h hSWI-SNFpathway	0.011736179404871488	39.682539682539684	ARID1A;SMARCA4
BioCarta_2016	Nerve growth factor pathway (NGF) Homo sapiens h ngfPathway	0.012720962687251468	37.34827264239029	JUN;MAPK8
BioCarta_2016	Regulation of cell cycle progression by Plk3 Homo sapiens h plk3Pathway	0.013710802815276974	35.273368606701936	ATM;TP53
BioCarta_2016	TGF beta signaling pathway Homo sapiens h tgfbPathway	0.01630536536244374	31.746031746031747	SMAD4;TGFBR2
BioCarta_2016	Cystic fibrosis transmembrane conductance regulator (CFTR) and beta 2 adrenergic receptor (b2AR) pathway Homo sapiens h cftrPathway	0.015701462941612492	31.746031746031747	SLC9A3R1;GNAS
BioCarta_2016	FAS signaling pathway ( CD95 ) Homo sapiens h fasPathway	0.015140696407983474	31.746031746031747	MAP2K4;MAPK8
BioCarta_2016	EGF Signaling Pathway Homo sapiens h egfPathway	0.014618603428397837	31.746031746031747	MAP2K4;MAPK8
BioCarta_2016	IGF-1 Signaling Pathway Homo sapiens h igf1Pathway	0.014131316647451242	31.746031746031747	JUN;MAPK8
BioCarta_2016	Cell Cycle: G2/M Checkpoint Homo sapiens h g2Pathway	0.016559228287092432	28.860028860028862	ATM;TP53
BioCarta_2016	ALK in cardiac myocytes Homo sapiens h alkPathway	0.024129534431204774	23.515579071134624	SMAD4;TGFBR2
BioCarta_2016	Control of Gene Expression by Vitamin D Receptor Homo sapiens h vdrPathway	0.023398336418137964	23.515579071134624	ARID1A;SMARCA4
BioCarta_2016	NFkB activation by Nontypeable Hemophilus influenzae Homo sapiens h nthiPathway	0.02616260704199873	21.893814997263274	SMAD4;TGFBR2
BioCarta_2016	BCR Signaling Pathway Homo sapiens h bcrPathway	0.028990897479182244	20.48131080389145	MAPK8;JUN
BioCarta_2016	Ceramide Signaling Pathway Homo sapiens h ceramidePathway	0.031875116535081516	19.24001924001924	MAP2K4;MAPK8
BioCarta_2016	Signal transduction through IL1R Homo sapiens h il1rPathway	0.03678121129522713	17.636684303350968	MAPK8;JUN
GO_Biological_Process_2018	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)	0.0010525403880844572	74.69654528478058	RYR2;DMD;CALM3;CACNA1C
GO_Biological_Process_2018	regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)	0.001310990589089265	60.46863189720332	RYR2;DMD;CALM3;CACNA1C
GO_Biological_Process_2018	cellular response to metal ion (GO:0071248)	0.0012324129692623269	19.047619047619047	RYR1;MAPK8;JUN;SCN5A;RYR3;CACNA1H
GO_Biological_Process_2018	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	9.652629073306832e-4	55.21048999309869	RYR2;DMD;CALM3;CACNA1C
GO_Biological_Process_2018	cellular response to caffeine (GO:0071313)	0.0010544072204309307	136.05442176870747	RYR1;RYR2;RYR3
GO_Biological_Process_2018	response to caffeine (GO:0031000)	8.786726836924422e-4	136.05442176870747	RYR1;RYR2;RYR3
GO_Biological_Process_2018	cellular response to purine-containing compound (GO:0071415)	0.0012023334857566947	119.04761904761905	RYR1;RYR2;RYR3
GO_Biological_Process_2018	calcium ion transport (GO:0006816)	0.0012225424070447747	16.142050040355127	RYR1;FKBP1A;RYR2;CACNA1C;RYR3;CACNA1H
GO_Biological_Process_2018	ventricular cardiac muscle tissue morphogenesis (GO:0055010)	0.002189285786337121	37.34827264239029	FKBP1A;RYR2;SMAD4;LRP2
GO_Biological_Process_2018	replicative senescence (GO:0090399)	0.002463152175198236	86.58008658008657	CDKN2A;ATM;TP53
GO_Biological_Process_2018	response to calcium ion (GO:0051592)	0.0023053558816441316	20.092425155716295	RYR1;RYR2;CALM3;SCN5A;RYR3
GO_Biological_Process_2018	transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	0.0025865830289458426	13.227513227513226	FKBP1A;SMAD4;JUN;ACVR1B;ACVR2A;TGFBR2
GO_Biological_Process_2018	divalent metal ion transport (GO:0070838)	0.0033178924716949043	18.037518037518037	RYR1;RYR2;CACNA1C;RYR3;CACNA1H
GO_Biological_Process_2018	regulation of activin receptor signaling pathway (GO:0032925)	0.003855246462758081	68.02721088435374	FKBP1A;ACVR1B;ACVR2A
GO_Biological_Process_2018	cardiac left ventricle morphogenesis (GO:0003214)	0.003598230031907542	68.02721088435374	RYR2;SMAD4;TGFBR2
GO_Biological_Process_2018	regulation of heart contraction (GO:0008016)	0.0039202420121420825	16.708437761069337	RYR1;RYR2;CALM3;RYR3;CACNA1H
GO_Biological_Process_2018	response to purine-containing compound (GO:0014074)	0.005891288407800544	56.022408963585434	RYR1;RYR2;JUN
GO_Biological_Process_2018	positive regulation of nervous system development (GO:0051962)	0.0061246716019321655	24.420024420024422	RELN;NUMB;DAB2IP;LRP2
GO_Biological_Process_2018	action potential (GO:0001508)	0.006746197354900653	23.515579071134624	DMD;SCN5A;CACNA1C;CACNA1H
GO_Biological_Process_2018	positive regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902895)	0.007103819659448772	50.125313283208015	JUN;TP53;SMARCA4
GO_Biological_Process_2018	negative regulation of cell growth (GO:0030308)	0.00753901557810713	13.802622498274673	SMAD4;CDKN2A;ACVR1B;TP53;SMARCA4
GO_Biological_Process_2018	cellular response to alkaloid (GO:0071312)	0.008824196936216921	45.35147392290249	RYR1;RYR2;RYR3
GO_Biological_Process_2018	negative regulation of growth (GO:0045926)	0.008445017606519828	13.227513227513226	SMAD4;CDKN2A;ACVR1B;TP53;SMARCA4
GO_Biological_Process_2018	regulation of cell growth (GO:0001558)	0.008577460226015311	9.476427386875148	SMAD4;CDKN2A;ACVR1B;TP53;EXOSC2;SMARCA4
GO_Biological_Process_2018	outflow tract septum morphogenesis (GO:0003148)	0.008971211350607683	43.290043290043286	SMAD4;LRP2;TGFBR2
GO_Biological_Process_2018	positive regulation of apoptotic process (GO:0043065)	0.009754429065518004	7.238508867173362	MAPK8;JUN;OBSCN;RPS3;DAB2IP;ATM;TP53
GO_Biological_Process_2018	negative regulation of sequestering of calcium ion (GO:0051283)	0.01086840048268077	39.682539682539684	RYR1;RYR2;RYR3
GO_Biological_Process_2018	regulation of cardiac muscle cell action potential (GO:0098901)	0.010480243322585028	39.682539682539684	RYR2;FLNA;CACNA1C
GO_Biological_Process_2018	regulation of cardiac conduction (GO:1903779)	0.010389353302403311	18.952854773750296	RYR1;RYR2;CALM3;RYR3
GO_Biological_Process_2018	regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)	0.01109046731245861	38.095238095238095	FKBP1A;DMD;CALM3
GO_Biological_Process_2018	regulation of cardiac muscle cell contraction (GO:0086004)	0.012105406512525882	36.630036630036635	RYR2;CACNA1C;SCN5A
GO_Biological_Process_2018	regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902893)	0.011727112559009448	36.630036630036635	JUN;TP53;SMARCA4
GO_Biological_Process_2018	inorganic cation transmembrane transport (GO:0098662)	0.012271561834607597	11.337868480725623	FKBP1A;SCN5A;CACNA1C;RYR3;CACNA1H
GO_Biological_Process_2018	release of sequestered calcium ion into cytosol (GO:0051209)	0.012389084705780484	35.273368606701936	RYR1;RYR2;RYR3
GO_Biological_Process_2018	cardiac muscle cell action potential involved in contraction (GO:0086002)	0.013449085381827881	34.01360544217687	RYR2;CACNA1C;SCN5A
GO_Biological_Process_2018	transforming growth factor beta receptor signaling pathway (GO:0007179)	0.01371522030205383	16.708437761069337	FKBP1A;SMAD4;JUN;TGFBR2
GO_Biological_Process_2018	positive regulation of apoptotic signaling pathway (GO:2001235)	0.013344538672268591	16.708437761069337	SLC9A3R1;RPS3;DAB2IP;TP53
GO_Biological_Process_2018	regulation of cell proliferation (GO:0042127)	0.013164336969771692	4.2900042900042905	COL18A1;KMT2D;SLC9A3R1;JUN;CDKN2A;DAB2IP;KRAS;BRCA2;TP53;TGFBR2
GO_Biological_Process_2018	regulation of striated muscle contraction (GO:0006942)	0.013432150862779232	32.84072249589491	RYR2;DMD;CALM3
GO_Biological_Process_2018	cardiac muscle cell action potential (GO:0086001)	0.013096347091209751	32.84072249589491	DMD;CACNA1C;SCN5A
GO_Biological_Process_2018	positive regulation of homeostatic process (GO:0032846)	0.016967107974372182	15.299292407726144	RYR2;ACVR1B;ACVR2A;SMARCA4
GO_Biological_Process_2018	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808)	0.01765265965433448	105.82010582010581	RYR1;RYR2
GO_Biological_Process_2018	positive regulation of activin receptor signaling pathway (GO:0032927)	0.017242132685629026	105.82010582010581	ACVR1B;ACVR2A
GO_Biological_Process_2018	positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	0.01761826482835522	28.860028860028862	SLC9A3R1;RPS3;TP53
GO_Biological_Process_2018	positive regulation of programmed cell death (GO:0043068)	0.017725851890074657	7.411524921252548	MAPK8;JUN;OBSCN;DAB2IP;ATM;TP53
GO_Biological_Process_2018	regulation of cardiac muscle contraction (GO:0055117)	0.020125364603174635	27.2108843537415	RYR2;CALM3;SCN5A
GO_Biological_Process_2018	cardiac muscle contraction (GO:0060048)	0.021439649663087975	26.455026455026452	RYR2;DMD;SCN5A
GO_Biological_Process_2018	calcium ion transmembrane import into cytosol (GO:0097553)	0.020992990295106973	26.455026455026452	RYR1;RYR2;RYR3
GO_Biological_Process_2018	regulation of atrial cardiac muscle cell membrane repolarization (GO:0060372)	0.021140209755552718	90.70294784580499	FLNA;SCN5A
GO_Biological_Process_2018	AV node cell action potential (GO:0086016)	0.020717405560441663	90.70294784580499	CACNA1C;SCN5A
GO_Biological_Process_2018	release of sequestered calcium ion into cytosol by endoplasmic reticulum (GO:1903514)	0.020311181922001632	90.70294784580499	RYR1;RYR2
GO_Biological_Process_2018	positive regulation of protein kinase activity (GO:0045860)	0.020455921645580626	9.228497600590623	MAP2K4;RELN;DAB2IP;CALM3;TGFBR2
GO_Biological_Process_2018	membrane depolarization during action potential (GO:0086010)	0.022362951304834695	25.062656641604008	CACNA1C;SCN5A;CACNA1H
GO_Biological_Process_2018	ER to Golgi vesicle-mediated transport (GO:0006888)	0.024317914702970584	8.818342151675484	SPTA1;DYNC1H1;MCFD2;TMED2;TMED1
GO_Biological_Process_2018	negative regulation of cellular process (GO:0048523)	0.02422779179242965	4.755959812139587	COL18A1;SLC9A3R1;SMAD4;CDKN2A;DAB2IP;ACVR1B;TP53;SMARCA4
GO_Biological_Process_2018	small GTPase mediated signal transduction (GO:0007264)	0.024507940165548504	12.82667949334616	JUN;CDKN2A;KRAS;TP53
GO_Biological_Process_2018	SMAD protein complex assembly (GO:0007183)	0.02418171696967182	79.36507936507937	FKBP1A;SMAD4
GO_Biological_Process_2018	negative regulation of ERK1 and ERK2 cascade (GO:0070373)	0.023825875044421973	23.80952380952381	SLC9A3R1;SMAD4;DAB2IP
GO_Biological_Process_2018	cellular response to transforming growth factor beta stimulus (GO:0071560)	0.024174151644396805	12.698412698412698	FKBP1A;SMAD4;JUN;TGFBR2
GO_Biological_Process_2018	positive regulation of protein phosphorylation (GO:0001934)	0.026065183461003283	5.393743257820928	SMAD4;RELN;DAB2IP;KRAS;CALM3;TP53;ACVR2A
GO_Biological_Process_2018	cellular response to calcium ion (GO:0071277)	0.026204981973174734	22.675736961451246	RYR1;SCN5A;RYR3
GO_Biological_Process_2018	membrane depolarization (GO:0051899)	0.0276539123833025	22.148394241417495	CACNA1C;SCN5A;CACNA1H
GO_Biological_Process_2018	epithelial cell apoptotic process (GO:1904019)	0.028072677139561436	70.54673721340387	RYR2;DAB2IP
GO_Biological_Process_2018	sarcoplasmic reticulum calcium ion transport (GO:0070296)	0.02763404155925579	70.54673721340387	RYR1;RYR2
GO_Biological_Process_2018	negative regulation of catenin import into nucleus (GO:0035414)	0.02720890245834416	70.54673721340387	SLC9A3R1;DAB2IP
GO_Biological_Process_2018	positive regulation of synapse maturation (GO:0090129)	0.02679664636049046	70.54673721340387	RELN;DAB2IP
GO_Biological_Process_2018	response to muscle stretch (GO:0035994)	0.0263966964148115	70.54673721340387	RYR2;DMD
GO_Biological_Process_2018	negative regulation of phosphatidylinositol 3-kinase signaling (GO:0014067)	0.026008509702828978	70.54673721340387	SLC9A3R1;DAB2IP
GO_Biological_Process_2018	positive regulation of cellular component organization (GO:0051130)	0.025820587000877943	11.979634621144054	RELN;RPS3;DAB2IP;ATM
GO_Biological_Process_2018	heart contraction (GO:0060047)	0.02622679754668324	21.645021645021643	RYR2;DMD;SCN5A
GO_Biological_Process_2018	regulation of synapse maturation (GO:0090128)	0.031073776979351347	63.492063492063494	RELN;DAB2IP
GO_Biological_Process_2018	positive regulation of execution phase of apoptosis (GO:1900119)	0.03064219674352702	63.492063492063494	RPS3;TP53
GO_Biological_Process_2018	positive regulation of signal transduction (GO:0009967)	0.033411530730361454	7.705347511172754	RELN;RPS3;DAB2IP;FLNA;SMARCA4
GO_Biological_Process_2018	regulation of release of sequestered calcium ion into cytosol (GO:0051279)	0.03412785412171319	19.43634596695821	FKBP1A;DMD;CALM3
GO_Biological_Process_2018	positive regulation of JUN kinase activity (GO:0043507)	0.03574196566425141	19.047619047619047	MAP2K4;RPS3;DAB2IP
GO_Biological_Process_2018	regulation of ventricular cardiac muscle cell action potential (GO:0098911)	0.03540846338153814	57.720057720057724	RYR2;CACNA1C
GO_Biological_Process_2018	cellular protein localization (GO:0034613)	0.03753150616894597	5.82495995340032	HERC2;TMED2;FLNA;TMED1;DMD;MESD
GO_Biological_Process_2018	positive regulation of gene expression (GO:0010628)	0.043013653009034085	3.705762460626274	MAPK8;SMAD4;JUN;RPS3;KRAS;BRCA2;ARID1A;TP53;SMARCA4
GO_Biological_Process_2018	cytoplasmic translation (GO:0002181)	0.04255854093264082	17.636684303350968	RPL4;RPL7L1;RPS3
GO_Biological_Process_2018	atrial cardiac muscle cell action potential (GO:0086014)	0.04751154843055475	48.840048840048844	CACNA1C;SCN5A
GO_Biological_Process_2018	detection of calcium ion (GO:0005513)	0.04692498610425161	48.840048840048844	RYR2;CALM3
GO_Biological_Process_2018	positive regulation of intracellular signal transduction (GO:1902533)	0.046793996089268604	4.6392948271862675	FKBP1A;SLC9A3R1;RELN;RPS3;DAB2IP;FLNA;TP53
GO_Biological_Process_2018	protein homotetramerization (GO:0051289)	0.04746470921445137	16.708437761069337	RYR1;TP53;RYR3
KEGG_2019_Human	Pancreatic cancer	1.128052815473877e-6	29.62962962962963	MAPK8;SMAD4;CDKN2A;KRAS;BRCA2;TP53;TGFBR2
KEGG_2019_Human	Apoptosis	2.4004870627650774e-6	17.76001776001776	SPTA1;TUBA1C;MAPK8;JUN;DAB2IP;KRAS;ATM;TP53
KEGG_2019_Human	GnRH signaling pathway	1.7172092470314806e-6	23.894862604540023	MAP2K4;MAPK8;JUN;GNAS;KRAS;CALM3;CACNA1C
KEGG_2019_Human	Circadian entrainment	1.7293469612989206e-6	22.909507445589917	RYR1;RYR2;GNAS;CALM3;CACNA1C;RYR3;CACNA1H
KEGG_2019_Human	Oxytocin signaling pathway	1.6304469704481806e-6	16.599232285506794	RYR1;RYR2;JUN;GNAS;KRAS;CALM3;CACNA1C;RYR3
KEGG_2019_Human	Human T-cell leukemia virus 1 infection	1.397045933730893e-6	13.04631441617743	MAP2K4;MAPK8;SMAD4;JUN;CDKN2A;KRAS;ATM;TP53;TGFBR2
KEGG_2019_Human	Hepatitis B	1.907802211353535e-6	15.580874476579998	MAP2K4;MAPK8;SMAD4;JUN;KRAS;HSPG2;TP53;TGFBR2
KEGG_2019_Human	Colorectal cancer	1.1384592407841218e-5	22.148394241417495	MAPK8;SMAD4;JUN;KRAS;TP53;TGFBR2
KEGG_2019_Human	MAPK signaling pathway	1.1793140046547891e-5	9.685230024213075	MAP2K4;MAPK8;JUN;FLNA;KRAS;CACNA1C;TP53;CACNA1H;TGFBR2
KEGG_2019_Human	Pathways in cancer	2.225169895079704e-5	6.58879904162923	MAPK8;SMAD4;JUN;LAMA1;CDKN2A;GNAS;KRAS;CALM3;BRCA2;TP53;TGFBR2
KEGG_2019_Human	Hepatocellular carcinoma	2.7153672744141847e-5	13.227513227513226	SMAD4;CDKN2A;KRAS;ARID1A;TP53;TGFBR2;SMARCA4
KEGG_2019_Human	Calcium signaling pathway	5.279314291091844e-5	11.82033096926714	RYR1;RYR2;GNAS;CALM3;CACNA1C;RYR3;CACNA1H
KEGG_2019_Human	Relaxin signaling pathway	7.980356452444501e-5	14.652014652014653	MAP2K4;MAPK8;JUN;GNAS;KRAS;TGFBR2
KEGG_2019_Human	FoxO signaling pathway	8.096179172794182e-5	14.430014430014431	MAPK8;SMAD4;SETD7;KRAS;ATM;TGFBR2
KEGG_2019_Human	Chronic myeloid leukemia	8.425294971715733e-5	20.885547201336674	SMAD4;CDKN2A;KRAS;TP53;TGFBR2
KEGG_2019_Human	Apelin signaling pathway	8.784449560390326e-5	13.903371567605145	RYR1;RYR2;SMAD4;KRAS;CALM3;RYR3
KEGG_2019_Human	Fluid shear stress and atherosclerosis	8.989424720236989e-5	13.703323055841041	MAP2K4;MAPK8;JUN;CALM3;TP53;ACVR2A
KEGG_2019_Human	Cellular senescence	1.903565180017226e-4	11.904761904761905	CDKN2A;KRAS;ATM;CALM3;TP53;TGFBR2
KEGG_2019_Human	AGE-RAGE signaling pathway in diabetic complications	2.5580236468341206e-4	15.873015873015873	MAPK8;SMAD4;JUN;KRAS;TGFBR2
KEGG_2019_Human	Chagas disease (American trypanosomiasis)	2.805265409927055e-4	15.410695022345507	MAP2K4;MAPK8;JUN;GNAS;TGFBR2
KEGG_2019_Human	Kaposi sarcoma-associated herpesvirus infection	3.830171053891396e-4	10.240655401945725	MAP2K4;MAPK8;JUN;KRAS;CALM3;TP53
KEGG_2019_Human	Neurotrophin signaling pathway	5.119115032022878e-4	13.338668800853675	MAPK8;JUN;KRAS;CALM3;TP53
KEGG_2019_Human	Mitophagy	7.016848482344394e-4	19.536019536019538	MAPK8;JUN;KRAS;TP53
KEGG_2019_Human	cAMP signaling pathway	6.965828656587065e-4	8.984725965858042	RYR2;MAPK8;JUN;GNAS;CALM3;CACNA1C
KEGG_2019_Human	Human immunodeficiency virus 1 infection	6.687195510323582e-4	8.984725965858042	MAPK8;JUN;AP1B1;KRAS;ATM;CALM3
KEGG_2019_Human	Amphetamine addiction	7.413869754930144e-4	18.674136321195146	JUN;GNAS;CALM3;CACNA1C
KEGG_2019_Human	Human papillomavirus infection	8.927742656109202e-4	6.734006734006734	SLC9A3R1;RELN;LAMA1;GNAS;KRAS;ATM;TP53
KEGG_2019_Human	Glioma	0.0010106787604566292	16.931216931216934	CDKN2A;KRAS;CALM3;TP53
KEGG_2019_Human	Adrenergic signaling in cardiomyocytes	9.949472814485263e-4	10.946907498631637	RYR2;GNAS;CALM3;SCN5A;CACNA1C
KEGG_2019_Human	Cushing syndrome	0.001316445295991383	10.240655401945725	KMT2D;CDKN2A;GNAS;CACNA1C;CACNA1H
KEGG_2019_Human	ErbB signaling pathway	0.0014853736262648467	14.939309056956116	MAP2K4;MAPK8;JUN;KRAS
KEGG_2019_Human	Salmonella infection	0.0015056041346278059	14.765596160944998	DYNC1H1;MAPK8;JUN;FLNA
KEGG_2019_Human	TGF-beta signaling pathway	0.001740292472288005	14.109347442680777	SMAD4;ACVR1B;ACVR2A;TGFBR2
KEGG_2019_Human	Dilated cardiomyopathy (DCM)	0.0017626191677351819	13.954299668585383	RYR2;GNAS;DMD;CACNA1C
KEGG_2019_Human	Aldosterone synthesis and secretion	0.002276463899269085	12.957563977972141	GNAS;CALM3;CACNA1C;CACNA1H
KEGG_2019_Human	Bladder cancer	0.0024941677583003095	23.228803716608592	CDKN2A;KRAS;TP53
KEGG_2019_Human	C-type lectin receptor signaling pathway	0.0027027446166322877	12.210012210012211	MAPK8;JUN;KRAS;CALM3
KEGG_2019_Human	Th17 cell differentiation	0.0029328064349057803	11.867675419077287	MAPK8;SMAD4;JUN;TGFBR2
KEGG_2019_Human	TNF signaling pathway	0.0031743696072557854	11.544011544011543	MAP2K4;MAPK8;JUN;DAB2IP
KEGG_2019_Human	Focal adhesion	0.003143206697057331	7.976389885937625	MAPK8;JUN;RELN;LAMA1;FLNA
KEGG_2019_Human	Proteoglycans in cancer	0.003209926649779497	7.897022822395957	GPC3;FLNA;KRAS;HSPG2;TP53
KEGG_2019_Human	Cell cycle	0.004634991243930268	10.240655401945725	SMAD4;CDKN2A;ATM;TP53
KEGG_2019_Human	Human cytomegalovirus infection	0.005105288246984487	7.0546737213403885	CDKN2A;GNAS;KRAS;CALM3;TP53
KEGG_2019_Human	Dopaminergic synapse	0.005435732794954223	9.693444807948625	MAPK8;GNAS;CALM3;CACNA1C
KEGG_2019_Human	Lysine degradation	0.0058444868413603576	16.142050040355127	KMT2D;KMT2C;SETD7
KEGG_2019_Human	Long-term depression	0.006004894747679352	15.873015873015873	RYR1;GNAS;KRAS
KEGG_2019_Human	Estrogen signaling pathway	0.006014340354441304	9.268914378403428	JUN;GNAS;KRAS;CALM3
KEGG_2019_Human	Signaling pathways regulating pluripotency of stem cells	0.006215331068508177	9.135548703894028	SMAD4;KRAS;ACVR1B;ACVR2A
KEGG_2019_Human	Cortisol synthesis and secretion	0.007115593402715421	14.652014652014653	GNAS;CACNA1C;CACNA1H
KEGG_2019_Human	Non-small cell lung cancer	0.007289020785568353	14.430014430014431	CDKN2A;KRAS;TP53
KEGG_2019_Human	Breast cancer	0.007198510609271014	8.638375985314761	JUN;KRAS;BRCA2;TP53
KEGG_2019_Human	Long-term potentiation	0.007320814337259633	14.21464108031272	KRAS;CALM3;CACNA1C
KEGG_2019_Human	Gastric cancer	0.007281487737646373	8.52242462980718	SMAD4;KRAS;TP53;TGFBR2
KEGG_2019_Human	Epithelial cell signaling in Helicobacter pylori infection	0.007358568878980925	14.005602240896359	MAP2K4;MAPK8;JUN
KEGG_2019_Human	Fc epsilon RI signaling pathway	0.007224776717544908	14.005602240896359	MAP2K4;MAPK8;KRAS
KEGG_2019_Human	Renin secretion	0.007401729101176766	13.802622498274673	GNAS;CALM3;CACNA1C
KEGG_2019_Human	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	0.00822223578657662	13.227513227513226	RYR2;DMD;CACNA1C
KEGG_2019_Human	p53 signaling pathway	0.00808047310060116	13.227513227513226	CDKN2A;ATM;TP53
KEGG_2019_Human	Melanoma	0.00794351592940453	13.227513227513226	CDKN2A;KRAS;TP53
KEGG_2019_Human	Wnt signaling pathway	0.007981573829536799	8.036970062286517	MAPK8;SMAD4;JUN;TP53
KEGG_2019_Human	Pertussis	0.008975752548632629	12.531328320802004	MAPK8;JUN;CALM3
KEGG_2019_Human	Tight junction	0.010092615068683183	7.469654528478058	TUBA1C;SLC9A3R1;MAPK8;JUN
KEGG_2019_Human	ECM-receptor interaction	0.010802473176145336	11.614401858304296	RELN;LAMA1;HSPG2
KEGG_2019_Human	Hypertrophic cardiomyopathy (HCM)	0.011780484134442255	11.204481792717086	RYR2;DMD;CACNA1C
KEGG_2019_Human	Insulin secretion	0.011991706338205427	11.074197120708748	RYR2;GNAS;CACNA1C
KEGG_2019_Human	Gap junction	0.012607129193541044	10.822510822510822	TUBA1C;GNAS;KRAS
KEGG_2019_Human	Salivary secretion	0.013236180898743889	10.582010582010582	GNAS;CALM3;RYR3
KEGG_2019_Human	Viral carcinogenesis	0.01681970992093401	6.317618257916765	JUN;CDKN2A;KRAS;TP53
KEGG_2019_Human	Epstein-Barr virus infection	0.016575946009036415	6.317618257916765	MAP2K4;MAPK8;JUN;TP53
KEGG_2019_Human	Choline metabolism in cancer	0.016578470587331653	9.62000962000962	MAPK8;JUN;KRAS
KEGG_2019_Human	Inflammatory mediator regulation of TRP channels	0.01681298835123772	9.523809523809524	MAPK8;GNAS;CALM3
KEGG_2019_Human	Melanogenesis	0.017048990596360898	9.42951438000943	GNAS;KRAS;CALM3
KEGG_2019_Human	Toll-like receptor signaling pathway	0.01825244311934713	9.157509157509159	MAP2K4;MAPK8;JUN
KEGG_2019_Human	Serotonergic synapse	0.022691478302707416	8.428150021070374	GNAS;KRAS;CACNA1C
KEGG_2019_Human	Thyroid cancer	0.024878557905620012	17.160017160017162	KRAS;TP53
